Id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,Topic
ENG460,45,Adverb,"An adverb often answers the question ""_________ was it done?""",what,when,where,how,how,MCQ,Part of Speech
ENG461,46,Adverb,Which word is an Adverb?,apple,book,teacher,slowly,slowly,MCQ,Part of Speech
ENG462,46,Adverb,Which word is an Adverb?,green,jump,cat,carefully,carefully,MCQ,Part of Speech
ENG463,46,Adverb,Which word is an Adverb?,run,school,quietly,blue,quietly,MCQ,Part of Speech
ENG464,46,Adverb,Which word is an Adverb?,play,kind,happily,dog,happily,MCQ,Part of Speech
ENG465,46,Adverb,Which word is an Adverb?,write,car,softly,red,softly,MCQ,Part of Speech
ENG466,46,Adverb,The teacher spoke _________ to the class. (Adverb),clearly,teacher,class,clear,clearly,MCQ,Part of Speech
ENG467,46,Adverb,The boy climbed the ladder _________. (Adverb),ladder,carefully,boy,careful,carefully,MCQ,Part of Speech
ENG468,46,Adverb,She finished her homework _________. (Adverb),book,quick,quickly,homework,quickly,MCQ,Part of Speech
ENG469,46,Adverb,The cat moved _________ through the room. (Adverb),cat,room,silent,silently,silently,MCQ,Part of Speech
ENG470,46,Adverb,The team played _________ and won the match. (Adverb),match,good,team,well,well,MCQ,Part of Speech
ENG471,47,Adverb,"Pick out the Adverb: ""The girl danced gracefully.""",girl,danced,stage,gracefully,gracefully,MCQ,Part of Speech
ENG472,47,Adverb,"Pick out the Adverb: ""The boy spoke politely.""",boy,friend,spoke,politely,politely,MCQ,Part of Speech
ENG473,47,Adverb,"Pick out the Adverb: ""The dog waited patiently.""",dog,waited,owner,patiently,patiently,MCQ,Part of Speech
ENG474,47,Adverb,"Pick out the Adverb: ""The bird sang sweetly.""",bird,sang,tree,sweetly,sweetly,MCQ,Part of Speech
ENG475,47,Adverb,"Pick out the Adverb: ""The baby smiled happily.""",smiled,baby,happily,mother,happily,MCQ,Part of Speech
ENG476,47,Adverb,An adverb usually describes a _________.,verb,conjunction,noun,pronoun,verb,MCQ,Part of Speech
ENG477,47,Adverb,Which word tells how an action is done?,car,teacher,apple,softly,softly,MCQ,Part of Speech
ENG478,47,Adverb,The rabbit escaped _________ from the cage. (Adverb),quickly,rabbit,quick,cage,quickly,MCQ,Part of Speech
ENG479,47,Adverb,The students listened _________ during the lesson. (Adverb),lesson,attentive,students,attentively,attentively,MCQ,Part of Speech
ENG480,47,Adverb,He carried the glass _________ so it would not break. (Adverb),careful,table,glass,carefully,carefully,MCQ,Part of Speech
ENG481,48,Adverb,Which word is NOT an Adverb?,slowly,quietly,happily,table,table,MCQ,Part of Speech
ENG482,48,Adverb,Which word is NOT an Adverb?,book,softly,quickly,carefully,book,MCQ,Part of Speech
ENG483,48,Adverb,The children walked _________ into the classroom. (Adverb),orderly,book,orderly,orderly manner,orderly,MCQ,Part of Speech
ENG484,48,Adverb,The audience clapped _________ after the performance. (Adverb),loudly,audience,stage,loud,loudly,MCQ,Part of Speech
ENG485,48,Adverb,An adverb often answers the question _________?,how,which,who,when,how,MCQ,Part of Speech
ENG486,48,Adverb,Which word is an Adverb?,carefully,book,apple,teacher,carefully,MCQ,Part of Speech
ENG487,48,Adverb,Which word is an Adverb?,green,quickly,cat,jump,quickly,MCQ,Part of Speech
ENG488,48,Adverb,Which word is an Adverb?,run,school,quietly,blue,quietly,MCQ,Part of Speech
ENG489,48,Adverb,Which word is an Adverb?,kind,bravely,play,dog,bravely,MCQ,Part of Speech
ENG490,48,Adverb,Which word is an Adverb?,red,write,car,honestly,honestly,MCQ,Part of Speech
ENG491,49,Adverb,The girl answered the question _________. (Adverb),girl,question,correctly,correct,correctly,MCQ,Part of Speech
ENG492,49,Adverb,The athlete ran _________ to win the race. (Adverb),track,faster,fast,runner,fast,MCQ,Part of Speech
ENG493,49,Adverb,The children waited _________ for the show to begin. (Adverb),children,show,patiently,patient,patiently,MCQ,Part of Speech
ENG494,49,Adverb,The bird landed _________ on the fence. (Adverb),fence,safely,safe,bird,safely,MCQ,Part of Speech
ENG495,49,Adverb,She packed her books _________ into the bag. (Adverb),neatly,bag,books,neat,neatly,MCQ,Part of Speech
ENG496,49,Adverb,"Pick out the Adverb: ""The horse galloped swiftly across the field.""",galloped,horse,swiftly,field,swiftly,MCQ,Part of Speech
ENG497,49,Adverb,"Pick out the Adverb: ""The teacher explained the lesson clearly.""",lesson,clearly,explained,teacher,clearly,MCQ,Part of Speech
ENG498,49,Adverb,"Pick out the Adverb: ""The baby slept peacefully.""",slept,peacefully,baby,bed,peacefully,MCQ,Part of Speech
ENG499,49,Adverb,"Pick out the Adverb: ""The dog barked loudly at the stranger.""",stranger,barked,dog,loudly,loudly,MCQ,Part of Speech
ENG500,49,Adverb,"Pick out the Adverb: ""The children cheered excitedly.""",cheered,game,excitedly,children,excitedly,MCQ,Part of Speech
ENG501,50,Adverb,An adverb describes a _________.,adjective,verb,noun,pronoun,verb,MCQ,Part of Speech
ENG502,50,Adverb,Which word tells how an action is done?,tree,safely,book,teacher,safely,MCQ,Part of Speech
ENG503,50,Adverb,The firefighter acted _________ during the rescue. (Adverb),rescue,firefighter,bravely,brave,bravely,MCQ,Part of Speech
ENG504,50,Adverb,The turtle moved _________ across the road. (Adverb),road,slow,turtle,slowly,slowly,MCQ,Part of Speech
ENG505,50,Adverb,The singer performed _________ on stage. (Adverb),stage,singer,beautifully,beautiful,beautifully,MCQ,Part of Speech
ENG506,50,Adverb,Which word is NOT an Adverb?,carefully,table,happily,slowly,table,MCQ,Part of Speech
ENG507,50,Adverb,Which word is NOT an Adverb?,neatly,quickly,quietly,book,book,MCQ,Part of Speech
ENG508,50,Adverb,The students entered the classroom _________. (Adverb),quietly,quiet,students,classroom,quietly,MCQ,Part of Speech
ENG509,50,Adverb,The rabbit jumped _________ over the log. (Adverb),log,easy,easily,rabbit,easily,MCQ,Part of Speech
ENG510,50,Adverb,"An adverb often answers the question ""_________?""",how,which,who,where,how,MCQ,Part of Speech
ENG511,51,Preposition,The book is ___ the table.,under,in,between,on,on,MCQ,Part of Speech
ENG512,51,Preposition,The cat is ___ the chair.,on,into,under,at,under,MCQ,Part of Speech
ENG513,51,Preposition,We go to school ___ morning.,at,on,in,by,in,MCQ,Part of Speech
ENG514,51,Preposition,The picture is ___ the wall.,under,in,between,on,on,MCQ,Part of Speech
ENG515,51,Preposition,I live ___ Dhaka.,on,at,in,by,in,MCQ,Part of Speech
ENG516,51,Preposition,The ball is ___ the box.,between,in,over,on,in,MCQ,Part of Speech
ENG517,51,Preposition,We eat dinner ___ night.,in,from,at,on,at,MCQ,Part of Speech
ENG518,51,Preposition,The dog ran ___ the road.,under,between,across,inside,across,MCQ,Part of Speech
ENG519,51,Preposition,She is sitting ___ me and Rina.,at,between,on,under,between,MCQ,Part of Speech
ENG520,51,Preposition,The bird is flying ___ the tree.,at,in,over,under,over,MCQ,Part of Speech
ENG521,52,Preposition,He came ___ Monday.,at,in,on,by,on,MCQ,Part of Speech
ENG522,52,Preposition,The pen is ___ the bag.,inside,above,between,on,inside,MCQ,Part of Speech
ENG523,52,Preposition,The school is ___ the bank.,next to,under,over,in,next to,MCQ,Part of Speech
ENG524,52,Preposition,We swim ___ the river.,on,over,at,in,in,MCQ,Part of Speech
ENG525,52,Preposition,The lamp is ___ the table.,under,above,from,in,above,MCQ,Part of Speech
ENG526,52,Preposition,I was born ___ 2015.,at,by,on,in,in,MCQ,Part of Speech
ENG527,52,Preposition,The child hid ___ the bed.,at,under,between,on,under,MCQ,Part of Speech
ENG528,52,Preposition,He stood ___ the door.,under,at,on,in,at,MCQ,Part of Speech
ENG529,52,Preposition,The train goes ___ the tunnel.,between,over,through,at,through,MCQ,Part of Speech
ENG530,52,Preposition,The shoes are ___ the bed.,under,on,in,between,under,MCQ,Part of Speech
ENG531,53,Preposition,The children are working ___ the classroom.,on,under,in,over,in,MCQ,Part of Speech
ENG532,53,Preposition,____ the fishbowl he has two fish.,inside,on,over,above,inside,MCQ,Part of Speech
ENG533,53,Preposition,____ the desk they have a plant.,over,inside,on,beside,on,MCQ,Part of Speech
ENG534,53,Preposition,The boy is sitting ____  the girl.,over,below,on,near,near,MCQ,Part of Speech
ENG535,53,Preposition,____ the table is a backpack.,among,on,inside,under,under,MCQ,Part of Speech
ENG536,53,Preposition,The globe is ___ the fish tank.,beside,on,under,over,over,MCQ,Part of Speech
ENG537,53,Preposition,The drawing of a butterfly is ____ the calendar.,over,below,under,beside,below,MCQ,Part of Speech
ENG538,53,Preposition,The calendar is ____ a picture of a butterfly.,under,below,above,over,above,MCQ,Part of Speech
ENG539,53,Preposition,Children are studying _____ the backpack.,on,above,around,below,around,MCQ,Part of Speech
ENG540,53,Preposition,You can see a house _____ the window.,between,above,through,under,through,MCQ,Part of Speech
ENG541,54,Preposition,"A window is ____ the boy.""",in front of,behind,under,over,behind,MCQ,Part of Speech
ENG542,54,Preposition,A girl is sitting ____ the boy.,over,under,in front of,behind,in front of,MCQ,Part of Speech
ENG543,54,Preposition,The pen is ____ the scissors.,behind,on,over,next to,next to,MCQ,Part of Speech
ENG544,54,Preposition,There's a bat ____ the bed.,beside,on,over,in,on,MCQ,Part of Speech
ENG545,54,Preposition,There's a doll ___ the coffee table.,under,in,on,over,under,MCQ,Part of Speech
ENG546,54,Preposition,There's a ball __ the box.,beside,on,in,under,in,MCQ,Part of Speech
ENG547,54,Preposition,The bookcase is ___ the desk and the bed.,beside,below,between,behind,between,MCQ,Part of Speech
ENG548,54,Preposition,There's a desk ___ the chair.,behind,below,beside,between,behind,MCQ,Part of Speech
ENG549,54,Preposition,There's a bed ____ the bookcase.,below,beside,between,behind,beside,MCQ,Part of Speech
ENG550,54,Preposition,There are books ___ the bookcase.,over,in,beside,on,in,MCQ,Part of Speech
ENG551,55,Preposition,The green book is ___ the table lamp.,between,beside,behind,below,bellow,MCQ,Part of Speech
ENG552,55,Preposition,The watch is ___ the chair.,under,among,inside,on,under,MCQ,Part of Speech
ENG553,55,Preposition,The cap is ___ the bat.,beside,below,behind,between,beside,MCQ,Part of Speech
ENG554,55,Preposition,The lamp is ___ the sofa.,beside,under,in front of,on ,beside,MCQ,Part of Speech
ENG555,55,Preposition,The pen is ____ the table.,in front of,on,under,beside,on,MCQ,Part of Speech
ENG556,55,Preposition,The rug is ____ the table.,on,under,in,beside,under,MCQ,Part of Speech
ENG557,55,Preposition,The newspaper is ___ the table.,beside,over,in,on,on,MCQ,Part of Speech
ENG558,55,Preposition,The CD player is ____ the table.,in,on,among,between,on,MCQ,Part of Speech
ENG559,55,Preposition,The window is ____  the curtain.,among,behind,on,between,behind,MCQ,Part of Speech
ENG560,55,Preposition,The curtain is ____ the window.,among,behind,in,in front of,in front of,MCQ,Part of Speech
ENG561,56,Conjunction,This is a small _________ beautiful city. (Conjunction),but,or,so,for,but,MCQ,Part of Speech
ENG562,56,Conjunction,"I wanted to play, _________ it started raining. (Conjunction)",but,and,because,so,but,MCQ,Part of Speech
ENG563,56,Conjunction,"She studied hard, _________ she passed the exam. (Conjunction)",so,but,or,yet,so,MCQ,Part of Speech
ENG564,56,Conjunction,Would you like tea _________ coffee? (Conjunction),but,so,or,because,or,MCQ,Part of Speech
ENG565,56,Conjunction,"He was tired, _________ he continued working. (Conjunction)",and,because,but,or,but,MCQ,Part of Speech
ENG566,56,Conjunction,The boy is poor _________ honest. (Conjunction),so,or,but,because,but,MCQ,Part of Speech
ENG567,56,Conjunction,I stayed home _________ I was feeling sick. (Conjunction),but,because,and,or,because,MCQ,Part of Speech
ENG568,56,Conjunction,We went to the park _________ played football. (Conjunction),and,but,or,so,and,MCQ,Part of Speech
ENG569,56,Conjunction,"Hurry up, _________ you will miss the train. (Conjunction)",because,or,and,but,or,MCQ,Part of Speech
ENG570,56,Conjunction,She is smart _________ hardworking. (Conjunction),because,but,or,and,and,MCQ,Part of Speech
ENG571,57,Conjunction,"He did not call, _________ he sent a message. (Conjunction)",so,and,because,but,but,MCQ,Part of Speech
ENG572,57,Conjunction,"The weather was cold, _________ we stayed indoors. (Conjunction)",but,so,or,yet,so,MCQ,Part of Speech
ENG573,57,Conjunction,You can take a bus _________ a taxi. (Conjunction),or,and,because,but,or,MCQ,Part of Speech
ENG574,57,Conjunction,The baby cried _________ it was hungry. (Conjunction),because,but,and,so,because,MCQ,Part of Speech
ENG575,57,Conjunction,She opened the window _________ let in fresh air. (Conjunction),but,and,because,or,and,MCQ,Part of Speech
ENG576,57,Conjunction,"I wanted to buy the book, _________ I had no money. (Conjunction)",because,so,or,but,but,MCQ,Part of Speech
ENG577,57,Conjunction,He woke up early _________ went for a walk. (Conjunction),because,or,but,and,and,MCQ,Part of Speech
ENG578,57,Conjunction,"Study well, _________ you may fail the test. (Conjunction)",and,because,or,but,or,MCQ,Part of Speech
ENG579,57,Conjunction,The food was tasty _________ expensive. (Conjunction),because,but,and,so,but,MCQ,Part of Speech
ENG580,57,Conjunction,We stayed inside _________ the storm was strong. (Conjunction),or,and,because,but,because,MCQ,Part of Speech
ENG581,58,Conjunction,My sister likes music _________ dancing. (Conjunction),or,because,and,but,and,MCQ,Part of Speech
ENG582,58,Conjunction,"He practiced daily, _________ he became a better player. (Conjunction)",or,but,so,because,so,MCQ,Part of Speech
ENG583,58,Conjunction,Do you want apples _________ bananas? (Conjunction),or,and,but,because,or,MCQ,Part of Speech
ENG584,58,Conjunction,The room was small _________ comfortable. (Conjunction),and,so,because,but,but,MCQ,Part of Speech
ENG585,58,Conjunction,She smiled _________ waved at her friend. (Conjunction),and,because,but,or,and,MCQ,Part of Speech
ENG586,58,Conjunction,"The boy was hungry, _________ he ate a sandwich. (Conjunction)",because,but,or,so,so,MCQ,Part of Speech
ENG587,58,Conjunction,She can sing _________ dance very well. (Conjunction),or,but,because,and,and,MCQ,Part of Speech
ENG588,58,Conjunction,We stayed at home _________ it was raining heavily. (Conjunction),or,and,but,because,because,MCQ,Part of Speech
ENG589,58,Conjunction,"Take an umbrella, _________ you may get wet. (Conjunction)",or,and,because,but,or,MCQ,Part of Speech
ENG590,58,Conjunction,He is poor _________ very happy. (Conjunction),or,because,but,so,but,MCQ,Part of Speech
ENG591,59,Conjunction,I finished my homework _________ went to bed. (Conjunction),because,and,or,but,and,MCQ,Part of Speech
ENG592,59,Conjunction,"The road was slippery, _________ we drove carefully. (Conjunction)",so,but,and,because,so,MCQ,Part of Speech
ENG593,59,Conjunction,Would you like juice _________ milk? (Conjunction),because,but,and,or,or,MCQ,Part of Speech
ENG594,59,Conjunction,"She did not study, _________ she failed the test. (Conjunction)",because,but,and,so,so,MCQ,Part of Speech
ENG595,59,Conjunction,The movie was long _________ interesting. (Conjunction),because,or,but,so,but,MCQ,Part of Speech
ENG596,59,Conjunction,He opened the box _________ found a gift inside. (Conjunction),or,but,because,and,and,MCQ,Part of Speech
ENG597,59,Conjunction,I could not attend class _________ I was sick. (Conjunction),and,or,but,because,because,MCQ,Part of Speech
ENG598,59,Conjunction,"Walk faster, _________ you will be late. (Conjunction)",and,or,but,because,or,MCQ,Part of Speech
ENG599,59,Conjunction,The cat jumped onto the chair _________ slept there. (Conjunction),because,or,and,but,and,MCQ,Part of Speech
ENG600,59,Conjunction,She is intelligent _________ humble. (Conjunction),and,so,or,but,and,MCQ,Part of Speech
ENG601,60,Conjunction,"The shop was closed, _________ we returned home. (Conjunction)",so,because,but,or,so,MCQ,Part of Speech
ENG602,60,Conjunction,"He tried hard, _________ he could not win. (Conjunction)",and,because,but,or,but,MCQ,Part of Speech
ENG603,60,Conjunction,"You must hurry, _________ the bus will leave soon. (Conjunction)",or,because,but,and,or,MCQ,Part of Speech
ENG604,60,Conjunction,The child cried _________ he lost his toy. (Conjunction),because,so,and,but,because,MCQ,Part of Speech
ENG605,60,Conjunction,We bought fruits _________ vegetables from the market. (Conjunction),or,and,but,because,and,MCQ,Part of Speech
ENG606,60,Conjunction,"The room was dark, _________ I switched on the light. (Conjunction)",or,because,so,but,so,MCQ,Part of Speech
ENG607,60,Conjunction,"She wanted to travel, _________ she saved money. (Conjunction)",and,because,but,so,so,MCQ,Part of Speech
ENG608,60,Conjunction,Do you prefer tea _________ coffee in the morning? (Conjunction),or,and,but,because,or,MCQ,Part of Speech
ENG609,60,Conjunction,"He was sleepy, _________ he finished the work first. (Conjunction)",so,because,or,but,but,MCQ,Part of Speech
ENG610,60,Conjunction,The children laughed _________ clapped their hands happily. (Conjunction),because,and,but,or,and,MCQ,Part of Speech
ENG611,61,Interjection,___! That was an amazing goal.,Quickly,Run,Beautiful,Wow,Wow,MCQ,Part of Speech
ENG612,61,Interjection,___! I forgot my homework.,Jump,Oops,Table,Blue,Oops,MCQ,Part of Speech
ENG613,61,Interjection,___! We won the match.,Slowly,Chair,Hooray,School,Hooray,MCQ,Part of Speech
ENG614,61,Interjection,___! That hurt my finger.,Under,Ouch,Happy,Walk,Ouch,MCQ,Part of Speech
ENG615,61,Interjection,___! The food tastes great.,Book,Yummy,Write,Tall,Yummy,MCQ,Part of Speech
ENG616,61,Interjection,___! I didn't expect to see you here.,Oh,Green,Window,Run,Oh,MCQ,Part of Speech
ENG617,61,Interjection,___! Be careful with that glass.,Watch out,Dog,Pencil,Quickly,Watch out,MCQ,Part of Speech
ENG618,61,Interjection,___! We are going on vacation tomorrow.,Orange,Yay,School,Dance,Yay,MCQ,Part of Speech
ENG619,61,Interjection,___! The baby is so cute.,Fast,Aww,Table,Jump,Aww,MCQ,Part of Speech
ENG620,61,Interjection,___! I stepped in a puddle.,Sing,Oops,Cloud,Loud,Oops,MCQ,Part of Speech
ENG621,62,Interjection,___! The magician disappeared.,Wow,Small,Desk,Read,Wow,MCQ,Part of Speech
ENG622,62,Interjection,___! I can't believe I lost my keys.,Oh no,Swim,Bag,Pretty,Oh no,MCQ,Part of Speech
ENG623,62,Interjection,___! You scared me.,House,Yellow,Slowly,Ah,Ah,MCQ,Part of Speech
ENG624,62,Interjection,___! What a beautiful rainbow.,Quiet,Wow,Play,Tree,Wow,MCQ,Part of Speech
ENG625,62,Interjection,___! We finished the project on time.,Tiny,Hooray,Apple,Talk,Hooray,MCQ,Part of Speech
ENG626,62,Interjection,___! The soup is very hot.,Book,Strong,Yikes,Walk,Yikes,MCQ,Part of Speech
ENG627,62,Interjection,___! I dropped my ice cream.,Oh no,Smile,Chair,Blue,Oh no,MCQ,Part of Speech
ENG628,62,Interjection,___! That joke was funny.,Round,Dance,Ha ha,School,Ha ha,MCQ,Part of Speech
ENG629,62,Interjection,___! The fireworks are beautiful.,Run,Large,Pen,Wow,Wow,MCQ,Part of Speech
ENG630,62,Interjection,___! We got full marks in the test.,Red,Hooray,Sing,Window,Hooray,MCQ,Part of Speech
ENG631,63,Interjection,___! I touched something sharp.,Jump,Happy,Ouch,Bottle,Ouch,MCQ,Part of Speech
ENG632,63,Interjection,___! Look at that giant elephant.,Desk,Short,Wow,Write,Wow,MCQ,Part of Speech
ENG633,63,Interjection,___! I nearly fell off my bike.,Read,Door,Bright,Yikes,Yikes,MCQ,Part of Speech
ENG634,63,Interjection,___! It's snowing outside.,Wow,Young,Table,Walk,Wow,MCQ,Part of Speech
ENG635,63,Interjection,___! We are the champions.,Book,Kind,Draw,Hooray,Hooray,MCQ,Part of Speech
ENG636,63,Interjection,___! I just found a hundred-dollar bill.,Chair,Blue,Run,Wow,Wow,MCQ,Part of Speech
ENG637,63,Interjection,___! The movie was fantastic.,Wow,Table,Happy,Sing,Wow,MCQ,Part of Speech
ENG638,63,Interjection,___! I accidentally broke the vase.,Walk,Book,Green,Oops,Oops,MCQ,Part of Speech
ENG639,63,Interjection,___! We are going to the amusement park.,Jump,Yellow,School,Yay,Yay,MCQ,Part of Speech
ENG640,63,Interjection,___! I bumped my head on the door.,Ouch,Tall,Pencil,Read,Ouch,MCQ,Part of Speech
ENG641,64,Interjection,___! The puppy is adorable.,Aww,Strong,Desk,Dance,Aww,MCQ,Part of Speech
ENG642,64,Interjection,___! You nearly hit the wall.,Watch out,Tree,Bright,Swim,Watch out,MCQ,Part of Speech
ENG643,64,Interjection,___! I forgot my friend's birthday.,House,Oh no,Write,Fast,Oh no,MCQ,Part of Speech
ENG644,64,Interjection,___! That's a huge cake.,Kind,Door,Wow,Run,Wow,MCQ,Part of Speech
ENG645,64,Interjection,___! We finished first in the race.,Apple,Quiet,Hooray,Draw,Hooray,MCQ,Part of Speech
ENG646,64,Interjection,___! The roller coaster is moving fast.,Small,Read,Chair,Yikes,Yikes,MCQ,Part of Speech
ENG647,64,Interjection,___! I didn't know you were here.,Table,Blue,Walk,Oh,Oh,MCQ,Part of Speech
ENG648,64,Interjection,___! The clown made everyone laugh.,Pretty,Ha ha,Book,Jump,Ha ha,MCQ,Part of Speech
ENG649,64,Interjection,___! I spilled juice on my shirt.,Round,Sing,Oops,Window,Oops,MCQ,Part of Speech
ENG650,64,Interjection,___! That lightning was very bright.,Young,Wow,Desk,Swim,Wow,MCQ,Part of Speech
ENG651,65,Interjection,___! We passed the exam.,Hooray,Door,Tiny,Talk,Hooray,MCQ,Part of Speech
ENG652,65,Interjection,___! I touched a hot pan.,School,Run,Large,Ouch,Ouch,MCQ,Part of Speech
ENG653,65,Interjection,___! The kitten fell asleep in my lap.,Write,Cold,Book,Aww,Aww,MCQ,Part of Speech
ENG654,65,Interjection,___! The bus is coming quickly.,Read,Tree,Look out,Sharp,Look out,MCQ,Part of Speech
ENG655,65,Interjection,___! I can't find my backpack.,Oh no,Soft,Table,Draw,Oh no,MCQ,Part of Speech
ENG656,65,Interjection,___! We get an extra holiday tomorrow.,Walk,Heavy,Chair,Yay,Yay,MCQ,Part of Speech
ENG657,65,Interjection,___! That magic trick was unbelievable.,Wow,Warm,Run,Window,Wow,MCQ,Part of Speech
ENG658,65,Interjection,___! The bee almost stung me.,Slow,Desk,Jump,Yikes,Yikes,MCQ,Part of Speech
ENG659,65,Interjection,___! You solved the puzzle perfectly.,Green,Bravo,Door,Sing,Bravo,MCQ,Part of Speech
ENG660,65,Interjection,___! The concert was amazing.,Read,Book,Happy,Wow,Wow,MCQ,Part of Speech
ENG661,66,Interjection,___! You answered every question correctly.,Blue,Jump,Bravo,Chair,Bravo,MCQ,Part of Speech
ENG662,66,Interjection,___! The glass is about to fall.,Happy,Book,Write,Look out,Look out,MCQ,Part of Speech
ENG663,66,Interjection,___! We are finally at the beach.,Green,Yay,Run,Table,Yay,MCQ,Part of Speech
ENG664,66,Interjection,___! That spider is huge.,Tall,Sing,Yikes,School,Yikes,MCQ,Part of Speech
ENG665,66,Interjection,___! I accidentally deleted my homework.,Oops,Yellow,Desk,Walk,Oops,MCQ,Part of Speech
ENG666,66,Interjection,___! The baby just smiled at me.,Aww,Strong,Tree,Read,Aww,MCQ,Part of Speech
ENG667,66,Interjection,___! What a beautiful painting.,Bright,Jump,Wow,Apple,Wow,MCQ,Part of Speech
ENG668,66,Interjection,___! I hurt my knee while running.,Ouch,Kind,Door,Swim,Ouch,MCQ,Part of Speech
ENG669,66,Interjection,___! We won the science competition.,Hooray,Quiet,Book,Draw,Hooray,MCQ,Part of Speech
ENG670,66,Interjection,___! I didn't expect such a surprise.,Talk,Window,Oh,Small,Oh,MCQ,Part of Speech
ENG671,67,Interjection,___! I forgot to bring my lunch.,Pretty,Oh no,Chair,Write,Oh no,MCQ,Part of Speech
ENG672,67,Interjection,___! That joke was hilarious.,Ha ha,Round,Table,Run,Ha ha,MCQ,Part of Speech
ENG673,67,Interjection,___! The puppy learned a new trick.,School,Sing,Bravo,Young,Bravo,MCQ,Part of Speech
ENG674,67,Interjection,___! The soup smells delicious.,Desk,Read,Tiny,Yummy,Yummy,MCQ,Part of Speech
ENG675,67,Interjection,___! A car is coming your way.,Watch out,Large,Tree,Walk,Watch out,MCQ,Part of Speech
ENG676,67,Interjection,___! We are going on a picnic today.,Jump,Apple,Cold,Yay,Yay,MCQ,Part of Speech
ENG677,67,Interjection,___! The fireworks were spectacular.,Draw,Door,Soft,Wow,Wow,MCQ,Part of Speech
ENG678,67,Interjection,___! I stepped on a toy.,Book,Sing,Ouch,Warm,Ouch,MCQ,Part of Speech
ENG679,67,Interjection,___! The little ducklings are adorable.,Window,Sharp,Aww,Read,Aww,MCQ,Part of Speech
ENG680,67,Interjection,___! You nearly dropped the cake.,Chair,Slow,Careful,Write,Careful,MCQ,Part of Speech
ENG681,68,Interjection,___! I got a perfect score in math.,Hooray,Table,Talk,Heavy,Hooray,MCQ,Part of Speech
ENG682,68,Interjection,___! I left my ticket at home.,Green,Run,Oh no,School,Oh no,MCQ,Part of Speech
ENG683,68,Interjection,___! That roller coaster was scary.,Jump,Yikes,Desk,Blue,Yikes,MCQ,Part of Speech
ENG684,68,Interjection,___! The magician pulled a rabbit from a hat.,Happy,Swim,Wow,Tree,Wow,MCQ,Part of Speech
ENG685,68,Interjection,___! You performed very well on stage.,Apple,Walk,Tall,Bravo,Bravo,MCQ,Part of Speech
ENG686,68,Interjection,___! I spilled juice on my shirt.,Oops,Chair,Run,Green,Oops,MCQ,Part of Speech
ENG687,68,Interjection,___! That puppy is so cute.,Wow,Desk,Jump,Tall,Wow,MCQ,Part of Speech
ENG688,68,Interjection,___! I forgot to do my homework.,Oh no,Apple,Walk,Heavy,Oh no,MCQ,Part of Speech
ENG689,68,Interjection,___! The fireworks are amazing.,Bravo,Swim,Blue,Quickly,Bravo,MCQ,Part of Speech
ENG690,68,Interjection,___! I won the race!,Hooray,School,Desk,Kind,Hooray,MCQ,Part of Speech
ENG691,69,Vocabulary 2,The elephant is big but the ant is ______.,,,,,small,FillBlank,Vocabulary
ENG692,69,Vocabulary 2,The giraffe is tall and the rabbit is ______.,,,,,short,FillBlank,Vocabulary
ENG693,69,Vocabulary 2,The soup is hot but the ice cream is ______.,,,,,cold,FillBlank,Vocabulary
ENG694,69,Vocabulary 2,The box is heavy but the feather is ______.,,,,,light,FillBlank,Vocabulary
ENG695,69,Vocabulary 2,The road is wide but the path is ______.,,,,,narrow,FillBlank,Vocabulary
ENG696,69,Vocabulary 2,The lion is strong but the kitten is ______.,,,,,weak,FillBlank,Vocabulary
ENG697,69,Vocabulary 2,The mountain is high but the valley is ______.,,,,,low,FillBlank,Vocabulary
ENG698,69,Vocabulary 2,The old man walks slowly but the young boy walks ______.,,,,,fast,FillBlank,Vocabulary
ENG699,69,Vocabulary 2,The classroom is clean but the garage is ______.,,,,,dirty,FillBlank,Vocabulary
ENG700,69,Vocabulary 2,The king was rich but the beggar was ______.,,,,,poor,FillBlank,Vocabulary
ENG701,70,Vocabulary 2,The bag is full but the bottle is ______.,,,,,empty,FillBlank,Vocabulary
ENG702,70,Vocabulary 2,The exam was easy but the puzzle was ______.,,,,,difficult,FillBlank,Vocabulary
ENG703,70,Vocabulary 2,The tiger is wild but the cow is ______.,,,,,tame,FillBlank,Vocabulary
ENG704,70,Vocabulary 2,The water is deep but the puddle is ______.,,,,,shallow,FillBlank,Vocabulary
ENG705,70,Vocabulary 2,The movie was interesting but the lecture was ______.,,,,,boring,FillBlank,Vocabulary
ENG706,70,Vocabulary 2,The glass is hard but the pillow is ______.,,,,,soft,FillBlank,Vocabulary
ENG707,70,Vocabulary 2,The room is bright but the basement is ______.,,,,,dark,FillBlank,Vocabulary
ENG708,70,Vocabulary 2,The train arrived early but the bus arrived ______.,,,,,late,FillBlank,Vocabulary
ENG709,70,Vocabulary 2,The tree is alive but the fallen leaf is ______.,,,,,dead,FillBlank,Vocabulary
ENG710,70,Vocabulary 2,The market is crowded but the village road is ______.,,,,,empty,FillBlank,Vocabulary
ENG711,71,Vocabulary 2,The rope is tight but the knot is ______.,,,,,loose,FillBlank,Vocabulary
ENG712,71,Vocabulary 2,The boy was happy but the girl was ______.,,,,,sad,FillBlank,Vocabulary
