Id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData
FENG503,51,Be Verb,My brother and I _________ in the same school. (Be Verb),is,am,be,are,are,MCQ,
FENG504,51,Be Verb,The room _________ very clean after cleaning. (Be Verb),be,am,are,is,is,MCQ,
FENG505,51,Be Verb,She and her sister _________ very talented. (Be Verb),is,are,am,be,are,MCQ,
FENG506,51,Be Verb,"""Yesterday, I _________ very tired after school. (Be Verb)""",were,are,was,is,was,MCQ,
FENG507,51,Be Verb,She _________ absent from class yesterday. (Be Verb),was,were,am,are,was,MCQ,
FENG508,51,Be Verb,They _________ happy when they heard the news. (Be Verb),were,is,am,was,were,MCQ,
FENG509,51,Be Verb,We _________ at the zoo last Sunday. (Be Verb),is,are,were,was,were,MCQ,
FENG510,51,Be Verb,He _________ the captain of the team last year. (Be Verb),is,are,were,was,was,MCQ,
FENG511,52,Be Verb,The weather _________ cold yesterday morning. (Be Verb),were,was,are,am,was,MCQ,
FENG512,52,Be Verb,My friends _________ at my birthday party. (Be Verb),was,am,were,is,were,MCQ,
FENG513,52,Be Verb,The books _________ on the table a minute ago. (Be Verb),was,were,are,is,were,MCQ,
FENG514,52,Be Verb,You _________ very helpful yesterday. (Be Verb),is,was,were,am,were,MCQ,
FENG515,52,Be Verb,The dog _________ hungry after the long walk. (Be Verb),am,was,were,are,was,MCQ,
FENG516,52,Be Verb,Which sentence is correct?,I are late yesterday.,I was late yesterday.,I were late yesterday.,I is late yesterday.,I was late yesterday.,MCQ,
FENG517,52,Be Verb,Which sentence is correct?,They were excited.,They are excited yesterday.,They was excited.,They is excited.,They were excited.,MCQ,
FENG518,52,Be Verb,Which sentence is correct?,We was at school.,We is at school.,We were at school.,We am at school.,We were at school.,MCQ,
FENG519,52,Be Verb,"Pick out the Be Verb: ""The students were very quiet.""",quiet,were,very,students,were,MCQ,
FENG520,52,Be Verb,"Pick out the Be Verb: ""I was sick last week.""",sick,was,I,last,was,MCQ,
FENG521,53,Be Verb,"Pick out the Be Verb: ""The children were in the park.""",park,were,children,in,were,MCQ,
FENG522,53,Be Verb,Which word is a past tense Be Verb?,book,play,is,was,was,MCQ,
FENG523,53,Be Verb,Which word is a past tense Be Verb?,jump,chair,run,were,were,MCQ,
FENG524,53,Be Verb,My sister _________ five years old last year. (Be Verb),were,are,was,is,was,MCQ,
FENG525,53,Be Verb,Rahim and Karim _________ classmates in Grade 2. (Be Verb),am,was,were,is,were,MCQ,
FENG526,53,Be Verb,The movie _________ very interesting. (Be Verb),am,was,were,are,was,MCQ,
FENG527,53,Be Verb,The flowers _________ beautiful yesterday. (Be Verb),were,is,am,was,were,MCQ,
FENG528,53,Be Verb,There _________ many people at the fair. (Be Verb),was,is,am,were,were,MCQ,
FENG529,53,Be Verb,Which pair contains past tense Be Verbs?,run -  jump,was -  were,is -  are,am -  is,was -  were,MCQ,
FENG530,53,Be Verb,"""Last night, the sky _________ full of stars. (Be Verb)""",was,am,are,were,was,MCQ,
FL_ENG006,54,,,,,,,,Lesson,FL_ENG006
FENG531,54,Articles,_____ eye.,a,an,,,an,MCQ,
FENG532,54,Articles,_____ pet.,a,an,,,a,MCQ,
FENG533,54,Articles,_____ book.,a,an,,,a,MCQ,
FENG534,54,Articles,_____ orange.,a,an,,,an,MCQ,
FENG535,54,Articles,_____ boat.,a,an,,,a,MCQ,
FENG536,54,Articles,_____ apple.,a,an,,,an,MCQ,
FENG537,54,Articles,_____ ear.,a,an,,,an,MCQ,
FENG538,54,Articles,_____ horse.,a,an,,,a,MCQ,
FENG539,54,Articles,_____ lion.,a,an,,,a,MCQ,
FENG540,54,Articles,_____ onion.,a,an,,,an,MCQ,
FENG541,55,Articles,_____ goat.,a,an,,,a,MCQ,
FENG542,55,Articles,_____ mango.,a,an,,,a,MCQ,
FENG543,55,Articles,_____ flower. ,a,an,,,a,MCQ,
FENG544,55,Articles,_____ tree. ,a,an,,,a,MCQ,
FENG545,55,Articles,_____ umbrella. ,a,an,,,an,MCQ,
FENG546,55,Articles,_____ teacher. ,a,an,,,a,MCQ,
FENG547,55,Articles,_____ bag. ,a,an,,,a,MCQ,
FENG548,55,Articles,_____ elephant. ,a,an,,,an,MCQ,
FENG549,55,Articles,_____ egg. ,a,an,,,an,MCQ,
FENG550,55,Articles,_____ animal. ,a,an,,,an,MCQ,
FENG551,56,Articles,_____ lamp. ,a,an,,,a,MCQ,
FENG552,56,Articles,_____ ant. ,a,an,,,an,MCQ,
FENG553,56,Articles,_____ ice cream. ,a,an,,,an,MCQ,
FENG554,56,Articles,Tanvir has _____ toy car. ,a,an,,,a,MCQ,
FENG555,56,Articles,Harry has _____ owl for a pet. ,a,an,,,an,MCQ,
FENG556,56,Articles,_____ dog and a cat can become good friends. ,a,an,,,a,MCQ,
FENG557,56,Articles,Harry has an owl for ____ pet. ,a,an,,,a,MCQ,
FENG558,56,Articles,A dog and _____ cat can become good friends. ,a,an,,,a,MCQ,
FENG559,56,Articles,The hen laid  _____ egg this morning. ,a,an,,,an,MCQ,
FENG560,56,Articles,Please give me _____ apple and a banana. ,a,an,,,an,MCQ,
FENG561,57,Articles,Tom gave me _____ book. ,a,an,,,a,MCQ,
FENG562,57,Articles,Please give me an apple and _____ banana. ,a,an,,,a,MCQ,
FENG563,57,Articles,_____ elephant is an animal and so is a zebra. ,a,an,,,an,MCQ,
FENG564,57,Articles,Father took _____ umbrella with him when he went out. ,a,an,,,an,MCQ,
FENG565,57,Articles,An elephant is an animal and so is _____ zebra. ,a,an,,,a,MCQ,
FENG566,57,Articles,She saw _____ monkey in the tree.,a,an,,,a,MCQ,
FENG567,57,Articles,I can see _____ blue kite in the sky. ,a,an,,,a,MCQ,
FENG568,57,Articles,Father took _____ black umbrella with him when he went out. ,a,an,,,a,MCQ,
FENG569,57,Articles,Father took _____ old umbrella with him when he went out. ,a,an,,,an,MCQ,
FENG570,57,Articles,A dog and _____ cat can become good friends. ,a,an,,,a,MCQ,
FENG571,58,Articles,Please give me _____ egg and a banana. ,a,an,,,an,MCQ,
FENG572,58,Articles,An elephant is ____ animal and so is a zebra. ,a,an,,,an,MCQ,
FENG573,58,Articles,There is _____ boat on the river. ,a,an,,,a,MCQ,
FENG574,58,Articles,I saw ______ elephant at the zoo. ,a,an,the,,an,MCQ,
FENG575,58,Articles,She is reading ______ interesting book. ,a,an,the,,an,MCQ,
FENG576,58,Articles,He bought ______ new car yesterday. ,a,an,the,,a,MCQ,
FENG577,58,Articles,We visited ______ Taj Mahal during our trip. ,a,an,the,,the,MCQ,
FENG578,58,Articles,My father is ______ engineer. ,a,an,the,,an,MCQ,
FENG579,58,Articles,She wants to become ______ doctor. ,a,an,the,,a,MCQ,
FENG580,58,Articles,______ sun rises in the east. ,a,an,the,,the,MCQ,
FENG581,59,Articles,He ate ______ apple after lunch. ,a,an,the,,an,MCQ,
FENG582,59,Articles,I need ______ pen to write this letter. ,a,an,the,,a,MCQ,
FENG583,59,Articles,They crossed ______ river by boat. ,a,an,the,,the,MCQ,
FENG584,59,Articles,She found ______ old coin in the garden. ,a,an,the,,an,MCQ,
FENG585,59,Articles,He lives in ______ small village. ,a,an,the,,a,MCQ,
FENG586,59,Articles,______ Earth moves around the Sun.,a,an,the,,the,MCQ,
FENG587,59,Articles,She adopted ______ cute puppy. ,a,an,the,,a,MCQ,
FENG588,59,Articles,My uncle is ______ honest man. ,a,an,the,,an,MCQ,
FENG589,59,Articles,We watched ______ movie you recommended. ,a,an,the,,the,MCQ,
FENG590,59,Articles,He is eating ______ orange. ,a,an,the,,an,MCQ,
FENG591,60,Articles,I saw ______ bird sitting on the tree. ,a,an,the,,a,MCQ,
FENG592,60,Articles,______ sky is blue. ,a,an,the,,the,MCQ,
FENG593,60,Articles,She wore ______ beautiful dress to the party. ,a,an,the,,a,MCQ,
FENG594,60,Articles,He gave me ______ useful suggestion. ,a,an,the,,a,MCQ,
FENG595,60,Articles,We stayed at ______ hotel near the beach. ,a,an,the,,a,MCQ,
FENG596,60,Articles,______ moon looks beautiful tonight. ,a,an,the,,the,MCQ,
FENG597,60,Articles,She is ______ excellent teacher. ,a,an,the,,an,MCQ,
FENG598,60,Articles,They visited ______ museum in the city center. ,a,an,the,,the,MCQ,
FENG599,60,Articles,She bought ______  umbrella because it was raining.,a,an,the,,an,MCQ,
FENG600,60,Articles,I saw ______  eagle flying over the mountain.,a,an,the,,an,MCQ,
FENG601,61,Articles,He wants to be ______  astronaut when he grows up.,a,an,the,,an,MCQ,
FENG602,61,Articles,We stayed in ______  apartment near the station.,a,an,the,,an,MCQ,
FENG603,61,Articles,She is reading ______  book that I gave her.,a,an,the,,the,MCQ,
FENG604,61,Articles,They visited ______  Eiffel Tower during their vacation.,a,an,the,,the,MCQ,
FENG605,61,Articles,My brother has ______  bicycle.,a,an,the,,a,MCQ,
FENG606,61,Articles,He ate ______  ice cream after dinner.,a,an,the,,an,MCQ,
FENG607,61,Articles,______  Ganges is a famous river.,a,an,the,,the,MCQ,
FENG608,61,Articles,She found ______  interesting article online.,a,an,the,,an,MCQ,
FENG609,61,Articles,I need ______  ruler for my geometry class.,a,an,the,,a,MCQ,
FENG610,61,Articles,He adopted ______  animal from the shelter.,a,an,the,,an,MCQ,
FENG611,62,Articles,We visited ______  zoo in our city yesterday.,a,an,the,,the,MCQ,
FENG612,62,Articles,She is ______  university student.,a,an,the,,a,MCQ,
FENG613,62,Articles,My father bought ______  new laptop.,a,an,the,,a,MCQ,
FENG614,62,Articles,______  Himalayas are the highest mountains in the world.,a,an,the,,the,MCQ,
FENG615,62,Articles,He is waiting for ______  bus to arrive. (specific bus),a,an,the,,the,MCQ,
FENG616,62,Articles,She has ______  idea for the project.,a,an,the,,an,MCQ,
FENG617,62,Articles,I saw ______  horse running across the field.,a,an,the,,a,MCQ,
FENG618,62,Articles,They watched ______  match on television last night.,a,an,the,,the,MCQ,
FENG619,62,Articles,He bought ______  orange from the market.,a,an,the,,an,MCQ,
FENG620,62,Articles,We saw ______  rainbow after the rain.,a,an,the,,a,MCQ,
FENG621,63,Articles,______  Moon revolves around the Earth.,a,an,the,,the,MCQ,
FENG622,63,Articles,She is ______  honest employee.,a,an,the,,an,MCQ,
FENG623,63,Articles,He carried ______  heavy bag up the stairs.,a,an,the,,a,MCQ,
FENG624,63,Articles,She wants to buy ______  dress she saw yesterday.,a,an,the,,the,MCQ,
FENG625,63,Articles,He is ______  excellent cricket player.,a,an,the,,an,MCQ,
FENG626,63,Articles,I need ______  notebook for class.,a,an,the,,a,MCQ,
FENG627,63,Articles,______  Amazon Rainforest is the largest rainforest in the world.,a,an,the,,the,MCQ,
FENG628,63,Articles,She adopted ______  kitten from the shelter.,a,an,the,,a,MCQ,
FENG629,63,Articles,He saw ______  owl sitting on a branch.,a,an,the,,an,MCQ,
FENG630,63,Articles,We visited ______  National Museum near our hotel.,a,an,the,,the,MCQ,
FENG631,64,Articles,My sister is ______  architect.,a,an,the,,an,MCQ,
FENG632,64,Articles,I bought ______  gift for my friend.,a,an,the,,a,MCQ,
FENG633,64,Articles,______  Nile is the longest river in Africa.,a,an,the,,the,MCQ,
FENG634,64,Articles,She gave me ______  useful book.,a,an,the,,a,MCQ,
FENG635,64,Articles,He is eating ______  egg for breakfast.,a,an,the,,an,MCQ,
FENG636,64,Articles,We watched ______  movie that won the award.,a,an,the,,the,MCQ,
FENG637,64,Articles,There is ______  cat sleeping under the table.,a,an,the,,a,MCQ,
FENG638,64,Articles,She has ______  unusual hobby.,a,an,the,,an,MCQ,
FENG639,64,Articles,______ teacher entered the classroom.,a,an,the,,the,MCQ,
FENG640,64,Articles,He bought ______  umbrella because it looked strong.,a,an,the,,an,MCQ,
FENG641,65,Articles,I saw ______  deer in the forest.,a,an,the,,a,MCQ,
FENG642,65,Articles,She is reading ______  novel her teacher recommended.,a,an,the,,the,MCQ,
FENG643,65,Articles,My uncle owns ______  restaurant in the city.,a,an,the,,a,MCQ,
FENG644,65,Articles,He met ______  European tourist at the station.,a,an,the,,a,MCQ,
FENG645,65,Articles,______  Indian Ocean lies south of India.,a,an,the,,the,MCQ,
FENG646,65,Articles,She wrote ______  essay about climate change.,a,an,the,,an,MCQ,
FENG647,65,Articles,I need ______  chair to sit on.,a,an,the,,a,MCQ,
FENG648,65,Articles,We visited ______  Red Fort during our trip to Delhi.,a,an,the,,the,MCQ,
FENG649,65,Articles,She bought ______  orange from the market.,a,an,the,,an,MCQ,
FENG650,65,Articles,We saw ______  moon shining brightly.,a,an,the,,the,MCQ,
FL_ENG007,66,,,,,,,,Lesson,FL_ENG007
FENG651,66,Preposition,The book is ___ the table.,under,in,between,on,on,MCQ,
FENG652,66,Preposition,The cat is ___ the chair.,on,into,under,at,under,MCQ,
FENG653,66,Preposition,We go to school ___ the morning.,at,on,in,by,in,MCQ,
FENG654,66,Preposition,The picture is ___ the wall.,under,in,between,on,on,MCQ,
FENG655,66,Preposition,I live ___ Dhaka.,on,at,in,by,in,MCQ,
FENG656,66,Preposition,The ball is ___ the box.,between,in,over,on,in,MCQ,
FENG657,66,Preposition,We eat dinner ___ night.,in,from,at,on,at,MCQ,
FENG658,66,Preposition,The dog ran ___ the road.,under,between,across,inside,across,MCQ,
FENG659,66,Preposition,She is sitting ___ me and Rina.,at,between,on,under,between,MCQ,
FENG660,66,Preposition,The bird is flying ___ the tree.,at,in,over,under,over,MCQ,
FENG661,67,Preposition,He came ___ Monday.,at,in,on,by,on,MCQ,
FENG662,67,Preposition,The pen is ___ the bag.,inside,above,between,on,inside,MCQ,
FENG663,67,Preposition,The school is ___ the bank.,next to,under,over,in,next to,MCQ,
FENG664,67,Preposition,We swim ___ the river.,on,over,at,in,in,MCQ,
FENG665,67,Preposition,The lamp is ___ the table.,under,above,from,in,above,MCQ,
FENG666,67,Preposition,I was born ___ 2015.,at,by,on,in,in,MCQ,
FENG667,67,Preposition,The child hid ___ the bed.,at,under,between,on,under,MCQ,
FENG668,67,Preposition,He stood ___ the door.,under,at,on,in,at,MCQ,
FENG669,67,Preposition,The train goes ___ the tunnel.,between,over,through,at,through,MCQ,
FENG670,67,Preposition,The shoes are ___ the bed.,under,on,in,between,under,MCQ,
FENG671,68,Preposition,The children are working ___ the classroom.,on,under,in,over,in,MCQ,
FENG672,68,Preposition,He has two fish ___ the fishbowl.,inside,on,over,above,inside,MCQ,
FENG673,68,Preposition,There is a plant ___ the desk.,over,inside,on,beside,on,MCQ,
FENG674,68,Preposition,The boy is sitting ____  the girl.,over,below,on,near,near,MCQ,
FENG675,68,Preposition,There is a backpack ____ the table.,among,between,inside,under,under,MCQ,
FENG676,68,Preposition,The globe is ___ the fish tank.,beside,on,under,over,over,MCQ,
FENG677,68,Preposition,The drawing of a butterfly is ____ the calendar.,over,below,under,beside,below,MCQ,
FENG678,68,Preposition,The calendar is ____ a picture of a butterfly.,under,below,above,over,above,MCQ,
FENG679,68,Preposition,Children are studying _____ the backpack.,on,above,around,below,around,MCQ,
FENG680,68,Preposition,You can see a house _____ the window.,between,above,through,under,through,MCQ,
FENG681,69,Preposition,"A window is ____ the boy.""",in front of,behind,under,over,behind,MCQ,
FENG682,69,Preposition,A girl is sitting ____ the boy.,over,under,in front of,behind,in front of,MCQ,
FENG683,69,Preposition,The pen is ____ the scissors.,behind,on,over,next to,next to,MCQ,
FENG684,69,Preposition,There's a bat ____ the bed.,beside,on,over,in,on,MCQ,
FENG685,69,Preposition,There's a doll ___ the coffee table.,under,in,on,over,under,MCQ,
FENG686,69,Preposition,There's a ball __ the box.,beside,on,in,under,in,MCQ,
FENG687,69,Preposition,The bookcase is ___ the desk and the bed.,beside,below,between,behind,between,MCQ,
FENG688,69,Preposition,There's a desk ___ the chair.,behind,below,beside,between,behind,MCQ,
FENG689,69,Preposition,There's a bed ____ the bookcase.,below,beside,between,behind,beside,MCQ,
FENG690,69,Preposition,There are books ___ the bookcase.,over,in,beside,on,in,MCQ,
FENG691,70,Preposition,The green book is ___ the table lamp.,between,beside,behind,below,below,MCQ,
FENG692,70,Preposition,The watch is ___ the chair.,under,among,inside,on,under,MCQ,
FENG693,70,Preposition,The cap is ___ the bat.,beside,below,behind,between,beside,MCQ,
FENG694,70,Preposition,The lamp is ___ the sofa.,beside,under,in front of,on ,beside,MCQ,
FENG695,70,Preposition,The pen is ____ the table.,in front of,on,under,beside,on,MCQ,
FENG696,70,Preposition,The rug is ____ the table.,on,under,in,beside,under,MCQ,
FENG697,70,Preposition,The newspaper is ___ the table.,beside,over,in,on,on,MCQ,
FENG698,70,Preposition,The CD player is ____ the table.,in,on,among,between,on,MCQ,
FENG699,70,Preposition,The window is ____  the curtain.,among,behind,on,between,behind,MCQ,
FENG700,70,Preposition,The curtain is ____ the window.,among,behind,in,in front of,in front of,MCQ,
FL_ENG008,71,,,,,,,,Lesson,FL_ENG008
FENG701,71,Adverb,Which word is an Adverb?,quickly,beautiful,cat,run,quickly,MCQ,
FENG702,71,Adverb,Which word is an Adverb?,blue,jump,school,slowly,slowly,MCQ,
FENG703,71,Adverb,Which word is an Adverb?,loudly,happy,book,sing,loudly,MCQ,
FENG704,71,Adverb,Which word is an Adverb?,kind,carefully,teacher,write,carefully,MCQ,
FENG705,71,Adverb,Which word is an Adverb?,play,car,neatly,green,neatly,MCQ,
FENG706,71,Adverb,The boy ran _________. (Adverb),happy,cat,quickly,quick,quickly,MCQ,
FENG707,71,Adverb,She spoke _________ in the library. (Adverb),quietly,loud,slowly,book,quietly,MCQ,
FENG708,71,Adverb,The students listened _________ to the teacher. (Adverb),kind,careful,carefully,teacher,carefully,MCQ,
FENG709,71,Adverb,The baby slept _________. (Adverb),sleep,peacefully,bed,peaceful,peacefully,MCQ,
FENG710,71,Adverb,He wrote his homework _________. (Adverb),school,neat,neatly,book,neatly,MCQ,
FENG711,72,Adverb,"Pick out the Adverb: ""The bird flew quickly.""",the,flew,quickly,bird,quickly,MCQ,
FENG712,72,Adverb,"Pick out the Adverb: ""She sang beautifully.""",she,sang,beautifully,song,beautifully,MCQ,
FENG713,72,Adverb,"Pick out the Adverb: ""The dog barked loudly.""",barked,loudly,the,dog,loudly,MCQ,
FENG714,72,Adverb,"Pick out the Adverb: ""They worked happily.""",worked,happily,work,they,happily,MCQ,
FENG715,72,Adverb,"Pick out the Adverb: ""He answered politely.""",politely,answered,he,the,politely,MCQ,
FENG716,72,Adverb,An adverb tells us _________ an action happens.,when,what,where,how,how,MCQ,
FENG717,72,Adverb,Which word tells how the action is done?,teacher,cat,quickly,run,quickly,MCQ,
FENG718,72,Adverb,The rabbit hopped _________. (Adverb),quick,car,quickly,happy,quickly,MCQ,
FENG719,72,Adverb,The children played _________ in the park. (Adverb),happy,happily,park,game,happily,MCQ,
FENG720,72,Adverb,She completed the puzzle _________. (Adverb),easily,puzzle,easy,book,easily,MCQ,
FENG721,73,Adverb,Which word is NOT an Adverb?,neatly,carefully,slowly,beautiful,beautiful,MCQ,
FENG722,73,Adverb,Which word is NOT an Adverb?,happily,run,quickly,loudly,run,MCQ,
FENG723,73,Adverb,The turtle walked _________. (Adverb),slow,slowly,turtle,green,slowly,MCQ,
FENG724,73,Adverb,The girl smiled _________. (Adverb),sweet,sweetly,kind,girl,sweetly,MCQ,
FENG725,73,Adverb,An adverb often describes a _________. (Adverb),noun,pronoun,verb,conjunction,verb,MCQ,
FENG726,73,Adverb,Which word is an Adverb?,quietly,happy,book,run,quietly,MCQ,
FENG727,73,Adverb,Which word is an Adverb?,blue,school,jump,bravely,bravely,MCQ,
FENG728,73,Adverb,Which word is an Adverb?,green,play,safely,cat,safely,MCQ,
FENG729,73,Adverb,Which word is an Adverb?,write,eagerly,teacher,kind,eagerly,MCQ,
FENG730,73,Adverb,Which word is an Adverb?,car,red,gently,sing,gently,MCQ,
FENG731,74,Adverb,The baby cried _________. (Adverb),loud,baby,loudly,sleep,loudly,MCQ,
FENG732,74,Adverb,The girl crossed the road _________. (Adverb),safe,girl,road,safely,safely,MCQ,
FENG733,74,Adverb,He waited _________ for his turn. (Adverb),boy,patiently,game,patient,patiently,MCQ,
FENG734,74,Adverb,The students worked _________ during the test. (Adverb),quiet,quietly,test,school,quietly,MCQ,
FENG735,74,Adverb,She opened the gift _________. (Adverb),eagerly,eager,gift,box,eagerly,MCQ,
FENG736,74,Adverb,"Pick out the Adverb: ""The boy answered politely.""",the,answered,boy,politely,politely,MCQ,
FENG737,74,Adverb,"Pick out the Adverb: ""The horse ran swiftly.""",swiftly,ran,horse,the,swiftly,MCQ,
FENG738,74,Adverb,"Pick out the Adverb: ""She listened carefully.""",listened,she,carefully,book,carefully,MCQ,
FENG739,74,Adverb,"Pick out the Adverb: ""The baby slept soundly.""",soundly,slept,baby,the,soundly,MCQ,
FENG740,74,Adverb,"Pick out the Adverb: ""They cheered loudly.""",they,match,loudly,cheered,loudly,MCQ,
FENG741,75,Adverb,An adverb describes a _________.,verb,noun,pronoun,conjunction,verb,MCQ,
FENG742,75,Adverb,Which word tells how the action is done?,car,gently,run,teacher,gently,MCQ,
FENG743,75,Adverb,The bird landed _________ on the branch. (Adverb),gentle,gently,branch,tree,gently,MCQ,
FENG744,75,Adverb,The firefighters worked _________ to save the people. (Adverb),bravely,brave,firefighters,truck,bravely,MCQ,
FENG745,75,Adverb,She completed her drawing _________. (Adverb),neat,drawing,pencil,neatly,neatly,MCQ,
FENG746,75,Adverb,Which word is NOT an Adverb?,slowly,table,happily,quickly,table,MCQ,
FENG747,75,Adverb,Which word is NOT an Adverb?,carefully,quietly,book,safely,book,MCQ,
FENG748,75,Adverb,The puppy followed its owner _________. (Adverb),faithfully,puppy,faithful,dog,faithfully,MCQ,
FENG749,75,Adverb,The children laughed _________. (Adverb),joyful,game,joyfully,children,joyfully,MCQ,
FENG750,75,Adverb,"An adverb often answers the question ""_________ was it done?""",what,when,where,how,how,MCQ,
FENG751,76,Adverb,Which word is an Adverb?,apple,book,teacher,slowly,slowly,MCQ,
FENG752,76,Adverb,Which word is an Adverb?,green,jump,cat,carefully,carefully,MCQ,
FENG753,76,Adverb,Which word is an Adverb?,run,school,quietly,blue,quietly,MCQ,
FENG754,76,Adverb,Which word is an Adverb?,play,kind,happily,dog,happily,MCQ,
FENG755,76,Adverb,Which word is an Adverb?,write,car,softly,red,softly,MCQ,
FENG756,76,Adverb,The teacher spoke _________ to the class. (Adverb),clearly,teacher,class,clear,clearly,MCQ,
FENG757,76,Adverb,The boy climbed the ladder _________. (Adverb),ladder,carefully,boy,careful,carefully,MCQ,
FENG758,76,Adverb,She finished her homework _________. (Adverb),book,quick,quickly,homework,quickly,MCQ,
FENG759,76,Adverb,The cat moved _________ through the room. (Adverb),cat,room,silent,silently,silently,MCQ,
FENG760,76,Adverb,The team played _________ and won the match. (Adverb),match,good,team,well,well,MCQ,
FENG761,77,Adverb,"Pick out the Adverb: ""The girl danced gracefully.""",girl,danced,stage,gracefully,gracefully,MCQ,
FENG762,77,Adverb,"Pick out the Adverb: ""The boy spoke politely.""",boy,friend,spoke,politely,politely,MCQ,
FENG763,77,Adverb,"Pick out the Adverb: ""The dog waited patiently.""",dog,waited,owner,patiently,patiently,MCQ,
FENG764,77,Adverb,"Pick out the Adverb: ""The bird sang sweetly.""",bird,sang,tree,sweetly,sweetly,MCQ,
FENG765,77,Adverb,"Pick out the Adverb: ""The baby smiled happily.""",smiled,baby,happily,mother,happily,MCQ,
FENG766,77,Adverb,An adverb usually describes a _________.,verb,conjunction,noun,pronoun,verb,MCQ,
FENG767,77,Adverb,Which word tells how an action is done?,car,teacher,apple,softly,softly,MCQ,
FENG768,77,Adverb,The rabbit escaped _________ from the cage. (Adverb),quickly,rabbit,quick,cage,quickly,MCQ,
FENG769,77,Adverb,The students listened _________ during the lesson. (Adverb),lesson,attentive,students,attentively,attentively,MCQ,
FENG770,77,Adverb,He carried the glass _________ so it would not break. (Adverb),careful,table,glass,carefully,carefully,MCQ,
FENG771,78,Adverb,Which word is NOT an Adverb?,slowly,quietly,happily,table,table,MCQ,
FENG772,78,Adverb,Which word is NOT an Adverb?,book,softly,quickly,carefully,book,MCQ,
FENG773,78,Adverb,The children walked _________ into the classroom. (Adverb),quietly,book,classroom,happy,quietly,MCQ,
FENG774,78,Adverb,The audience clapped _________ after the performance. (Adverb),loudly,audience,stage,loud,loudly,MCQ,
FENG775,78,Adverb,An adverb often answers the question _________?,how,which,who,when,how,MCQ,
FENG776,78,Adverb,Which word is an Adverb?,carefully,book,apple,teacher,carefully,MCQ,
FENG777,78,Adverb,Which word is an Adverb?,green,quickly,cat,jump,quickly,MCQ,
FENG778,78,Adverb,Which word is an Adverb?,run,school,quietly,blue,quietly,MCQ,
FENG779,78,Adverb,Which word is an Adverb?,kind,bravely,play,dog,bravely,MCQ,
FENG780,78,Adverb,Which word is an Adverb?,red,write,car,honestly,honestly,MCQ,
FENG781,79,Adverb,The girl answered the question _________. (Adverb),girl,question,correctly,correct,correctly,MCQ,
FENG782,79,Adverb,The athlete ran _________ to win the race. (Adverb),track,faster,fast,runner,fast,MCQ,
FENG783,79,Adverb,The children waited _________ for the show to begin. (Adverb),children,show,patiently,patient,patiently,MCQ,
FENG784,79,Adverb,The bird landed _________ on the fence. (Adverb),fence,safely,safe,bird,safely,MCQ,
FENG785,79,Adverb,She packed her books _________ into the bag. (Adverb),neatly,bag,books,neat,neatly,MCQ,
FENG786,79,Adverb,"Pick out the Adverb: ""The horse galloped swiftly across the field.""",galloped,horse,swiftly,field,swiftly,MCQ,
FENG787,79,Adverb,"Pick out the Adverb: ""The teacher explained the lesson clearly.""",lesson,clearly,explained,teacher,clearly,MCQ,
FENG788,79,Adverb,"Pick out the Adverb: ""The baby slept peacefully.""",slept,peacefully,baby,bed,peacefully,MCQ,
FENG789,79,Adverb,"Pick out the Adverb: ""The dog barked loudly at the stranger.""",stranger,barked,dog,loudly,loudly,MCQ,
FENG790,79,Adverb,"Pick out the Adverb: ""The children cheered excitedly.""",cheered,game,excitedly,children,excitedly,MCQ,
FENG791,80,Adverb,An adverb describes a _________.,adjective,verb,noun,pronoun,verb,MCQ,
FENG792,80,Adverb,Which word tells how an action is done?,tree,safely,book,teacher,safely,MCQ,
FENG793,80,Adverb,The firefighter acted _________ during the rescue. (Adverb),rescue,firefighter,bravely,brave,bravely,MCQ,
FENG794,80,Adverb,The turtle moved _________ across the road. (Adverb),road,slow,turtle,slowly,slowly,MCQ,
FENG795,80,Adverb,The singer performed _________ on stage. (Adverb),stage,singer,beautifully,beautiful,beautifully,MCQ,
FENG796,80,Adverb,Which word is NOT an Adverb?,carefully,table,happily,slowly,table,MCQ,
FENG797,80,Adverb,Which word is NOT an Adverb?,neatly,quickly,quietly,book,book,MCQ,
FENG798,80,Adverb,The students entered the classroom _________. (Adverb),quietly,quiet,students,classroom,quietly,MCQ,
FENG799,80,Adverb,The rabbit jumped _________ over the log. (Adverb),log,easy,easily,rabbit,easily,MCQ,
FENG800,80,Adverb,"An adverb often answers the question ""_________?""",how,which,who,where,how,MCQ,
FL_ENG009,81,,,,,,,,Lesson,FL_ENG009
FENG801,81,Conjunction,This is a small _________ heavy. (Conjunction),but,or,so,for,but,MCQ,
FENG802,81,Conjunction,"I wanted to play, _________ it started raining. (Conjunction)",but,and,because,so,but,MCQ,
FENG803,81,Conjunction,"She studied hard, _________ she passed the exam. (Conjunction)",so,but,or,yet,so,MCQ,
FENG804,81,Conjunction,Would you like tea _________ coffee? (Conjunction),but,so,or,because,or,MCQ,
FENG805,81,Conjunction,"He was tired, _________ he kept working. (Conjunction)",and,because,but,or,but,MCQ,
FENG806,81,Conjunction,The boy is small  _______ brave. (Conjunction),so,or,but,because,but,MCQ,
FENG807,81,Conjunction,I stayed home _________ I was feeling sick. (Conjunction),but,because,and,or,because,MCQ,
