id,Category,Set,Question,Option1,Option2,Option3,Option4,Correct_Option
SCI475,Geography,Natural Resources & Landforms,Which landform is formed by wind erosion?,Mountain,Valley,Plateau,Desert,Desert
SCI476,Geography,Natural Resources & Landforms,Which landform is formed by volcanic activity?,Valley,Plateau,Mountain,Plain,Mountain
SCI477,Geography,Natural Resources & Landforms,Which landform is formed by glaciers?,Plateau,Plain,Fjord,Valley,Fjord
SCI478,Geography,Natural Resources & Landforms,Which landform is formed by tectonic activity?,Plains,Mountain ranges,Islands,Valleys,Mountain ranges
SCI479,Geography,Random,Which is the largest ocean on Earth?,Atlantic Ocean,Arctic Ocean,Indian Ocean,Pacific Ocean,Pacific Ocean
SCI480,Geography,Random,Which is the longest river in the world?,Amazon,Mississippi,Ganges,Nile,Nile
SCI481,Geography,Random,What do we call a large body of land surrounded by water on all sides?,Valley,Plateau,Island,Mountain,Island
SCI482,Geography,Random,Which continent is the hottest?,Asia,Africa,Europe,Australia,Africa
SCI483,Geography,Random,How many continents are there on Earth?,5,7,6,8,7
SCI484,Geography,Random,Which continent is the largest?,Europe,Africa,North America,Asia,Asia
SCI485,Geography,Random,What is the capital of India?,New Delhi,Chennai,Mumbai,Kolkata,New Delhi
SCI486,Geography,Random,Which country has the largest population?,USA,China,Indonesia,India,China
SCI487,Geography,Random,What is the tallest mountain in the world?,K2,Kilimanjaro,Kanchenjunga,Mount Everest,Mount Everest
SCI488,Geography,Random,Which direction does the sun rise from?,North,South,West,East,East
SCI489,Geography,Random,What is the capital city of Bangladesh?,Rajshahi,Chittagong,Sylhet,Dhaka,Dhaka
SCI490,Geography,Random,Which layer of Earth do we live on?,Crust,Core,Inner core,Mantle,Crust
SCI491,Geography,Random,Which of these is a desert?,Ganges,Sahara,Alps,Amazon,Sahara
SCI492,Geography,Random,What is the name of the imaginary line that divides Earth into Northern and Southern Hemispheres?,Prime Meridian,Tropic of Cancer,Latitude,Equator,Equator
SCI493,Geography,Random,Which of these is a natural resource?,Glass,Plastic,Mobile phone,Gold,Gold
SCI494,Geography,Random,Which continent is also a country?,Asia,Australia,Europe,Africa,Australia
SCI495,Geography,Random,What do we call a large area of saltwater?,River,Meadow,Sea,Lake,Sea
SCI496,Geography,Random,What is the smallest continent in the world?,Australia,Europe,South America,Africa,Australia
SCI497,Geography,Random,Which river flows through Egypt?,Amazon,Volga,Ganges,Nile,Nile
SCI498,Geography,Random,Which is the coldest place on Earth?,Greenland,Iceland,Antarctica,Alaska,Antarctica
SCI499,Geography,Random,Which country is famous for kangaroos?,Brazil,India,Australia,South Africa,Australia
SCI500,Geography,Random,What do we call land surrounded by water on three sides?,Valley,Bay,Peninsula,Island,Peninsula
SCI501,Geography,Rivers & Lakes,What is the longest river in the world?,Mississippi,Amazon,Nile,Yangtze,Nile
SCI502,Geography,Rivers & Lakes,Which river flows through Egypt?,Ganges,Yangtze,Amazon,Nile,Nile
SCI503,Geography,Rivers & Lakes,What is the largest river in South America?,Nile,Mississippi,Amazon,Danube,Amazon
SCI504,Geography,Rivers & Lakes,Which river flows through India and Bangladesh?,Amazon,Yangtze,Nile,Ganges,Ganges
SCI505,Geography,Rivers & Lakes,What is the longest river in China?,Ganges,Yangtze,Yellow,Mekong,Yangtze
SCI506,Geography,Rivers & Lakes,What is the largest river in Europe?,Rhine,Danube,Volga,Thames,Volga
SCI507,Geography,Rivers & Lakes,Which river flows through London?,Rhine,Danube,Seine,Thames,Thames
SCI508,Geography,Rivers & Lakes,Which river flows through Paris?,Seine,Rhine,Danube,Thames,Seine
SCI509,Geography,Rivers & Lakes,Which river is sacred in India?,Ganges,Yangtze,Amazon,Nile,Ganges
SCI510,Geography,Rivers & Lakes,What is the largest freshwater lake in the world?,Baikal,Tanganyika,Victoria,Superior,Superior
SCI511,Geography,Rivers & Lakes,Which lake is the deepest in the world?,Victoria,Tanganyika,Baikal,Superior,Baikal
SCI512,Geography,Rivers & Lakes,Which lake is in East Africa?,Baikal,Superior,Victoria,Tanganyika,Victoria
SCI513,Geography,Rivers & Lakes,Which lake borders USA and Canada?,Baikal,Superior,Victoria,Tanganyika,Superior
SCI514,Geography,Rivers & Lakes,Which river is the longest in Africa?,Niger,Zambezi,Congo,Nile,Nile
SCI515,Geography,Rivers & Lakes,Which river is the second longest in Africa?,Zambezi,Niger,Congo,Nile,Congo
SCI516,Geography,Rivers & Lakes,Which river flows through Brazil?,Nile,Yangtze,Amazon,Ganges,Amazon
SCI517,Geography,Rivers & Lakes,Which river is the longest in North America?,Missouri,Mississippi,Colorado,Hudson,Missouri
SCI518,Geography,Rivers & Lakes,Which river forms the boundary between USA and Mexico?,Rio Grande,Colorado,Missouri,Mississippi,Rio Grande
SCI519,Geography,Rivers & Lakes,What is a delta?,Lake,River mouth landform,Desert,Mountain,River mouth landform
SCI520,Geography,Rivers & Lakes,Which delta is the largest in the world?,Amazon,Nile,Mississippi,Ganges-Brahmaputra,Ganges-Brahmaputra
SCI521,Geography,Rivers & Lakes,Which river is the lifeline of Pakistan?,Nile,Ganges,Amazon,Indus,Indus
SCI522,Geography,Rivers & Lakes,Which river flows through Rome?,Rhine,Seine,Tiber,Thames,Tiber
SCI523,Geography,Rivers & Lakes,Which river is famous for Victoria Falls?,Nile,Niger,Congo,Zambezi,Zambezi
SCI524,Human Body,Level 1,Which organ pumps blood throughout the body?,Stomach,Lungs,Brain,Heart,Heart
SCI525,Human Body,Level 1,Which part of the body helps you breathe?,Skin,Bones,Lungs,Heart,Lungs
SCI526,Human Body,Level 1,Which organ controls the whole body?,Heart,Brain,Stomach,Liver,Brain
SCI527,Human Body,Level 1,How many senses do humans have?,6,5,3,4,5
SCI528,Human Body,Level 1,Which organ helps you smell things?,Eyes,Tongue,Nose,Ears,Nose
SCI529,Human Body,Level 1,Which organ helps you taste food?,Ears,Skin,Nose,Tongue,Tongue
SCI530,Human Body,Level 1,How many bones does an adult have (approximately)?,206,100,300,50,206
SCI531,Human Body,Level 1,What is the largest organ of the human body?,Liver,Skin,Brain,Heart,Skin
SCI532,Human Body,Level 1,Which body part helps you stand and move?,Nails,Bones,Hair,Teeth,Bones
SCI533,Human Body,Level 1,Where is food digested?,Lungs,Stomach,Brain,Heart,Stomach
SCI534,Human Body,Level 1,How many chambers does the heart have?,2,4,1,3,4
SCI535,Human Body,Level 1,What protects the brain?,Skin,Skull,Spine,Ribs,Skull
SCI536,Human Body,Level 1,What carries messages between the brain and the body?,Nerves,Bones,Muscles,Blood,Nerves
SCI537,Human Body,Level 1,Which organ cleans the blood?,Lungs,Heart,Kidney,Liver,Kidney
SCI538,Human Body,Level 1,What covers and protects the body?,Hair,Nails,Bones,Skin,Skin
SCI539,Human Body,Level 1,What helps you hear sounds?,Ears,Eyes,Skin,Nose,Ears
SCI540,Human Body,Level 1,Where is oxygen absorbed into the blood?,Stomach,Heart,Lungs,Brain,Lungs
SCI541,Human Body,Level 1,What body part helps you chew food?,Tongue,Lips,Nose,Teeth,Teeth
SCI542,Human Body,Level 1,What helps muscles move the bones?,Joints,Hair,Oxygen,Blood,Joints
SCI543,Human Body,Level 1,Which organ helps break down food and remove waste?,Heart,Kidneys,Liver,Brain,Liver
SCI544,Human Body,Level 1,What do red blood cells carry?,Oxygen,Water,Sugar,Fat,Oxygen
SCI545,Human Body,Level 1,What helps protect the heart and lungs?,Spine,Skull,Ribs,Muscles,Ribs
SCI546,Human Body,Level 1,What connects bones to each other?,Veins,Muscles,Skin,Ligaments,Ligaments
SCI547,Human Body,Level 1,What part of the eye controls how much light enters?,Eyebrow,Eyelid,Ear,Pupil,Pupil
SCI548,Human Body,Level 1,What covers the ends of bones so they don't rub together?,Cartilage,Hair,Blood,Muscle,Cartilage
SCI549,Human Body,Level 2,Which part of the body helps you see?,Ears,Tongue,Eyes,Nose,Eyes
SCI550,Human Body,Level 2,What is the hardest substance in the human body?,Nail,Tooth enamel,Skin,Bone,Tooth enamel
SCI551,Human Body,Level 2,Which organ helps you filter waste from blood?,Heart,Kidney,Lungs,Brain,Kidney
SCI552,Human Body,Level 2,What is the main job of the lungs?,Help in breathing,Pump blood,Send messages,Make food,Help in breathing
SCI553,Human Body,Level 2,Which body part keeps your balance?,Fingers,Inner ear,Nose,Tongue,Inner ear
SCI554,Human Body,Level 2,What is the smallest bone in the body?,Femur,Stapes (in ear),Rib,Skull,Stapes (in ear)
SCI555,Human Body,Level 2,How many teeth does an adult usually have?,24,32,28,20,32
SCI556,Human Body,Level 2,What carries blood away from the heart?,Veins,Arteries,Nerves,Muscles,Arteries
SCI557,Human Body,Level 2,What carries blood back to the heart?,Bones,Skin,Arteries,Veins,Veins
SCI558,Human Body,Level 2,What is the main function of the skeleton?,To help breathing,To give shape and support,To make food,To clean blood,To give shape and support
SCI559,Human Body,Level 2,Which organ produces insulin?,Pancreas,Heart,Brain,Lungs,Pancreas
SCI560,Human Body,Level 2,What is the long tube that carries food from the mouth to the stomach?,Esophagus,Vein,Trachea,Windpipe,Esophagus
SCI561,Human Body,Level 2,Which body part helps you feel things when you touch them?,Hair,Teeth,Skin,Brain,Skin
SCI562,Human Body,Level 2,Which part of the body helps you speak?,Vocal cords,Lungs,Brain,Tongue,Vocal cords
SCI563,Human Body,Level 2,What is the thick fluid inside the skull called?,Water,Cerebrospinal fluid,Brain juice,Blood,Cerebrospinal fluid
SCI564,Human Body,Level 2,Which organ helps break down fats?,Heart,Brain,Lungs,Liver,Liver
SCI565,Human Body,Level 2,What helps your body fight diseases?,White blood cells,Hair,Red blood cells,Platelets,White blood cells
SCI566,Human Body,Level 2,What connects muscles to bones?,Joints,Ligaments,Tendons,Skin,Tendons
SCI567,Human Body,Level 2,Which muscle works all the time even when you sleep?,Heart,Leg muscle,Neck muscle,Arm muscle,Heart
SCI568,Human Body,Level 2,What helps protect the spinal cord?,Skull,Skin,Ribs,Spine,Spine
SCI569,Human Body,Level 2,What is the flap that prevents food from entering the windpipe?,Teeth,Tongue,Larynx,Epiglottis,Epiglottis
SCI570,Human Body,Level 2,What is the body's natural cooling system?,Breathing,Sweating,Sneezing,Crying,Sweating
SCI571,Human Body,Level 2,Which organ stores urine?,Bladder,Kidney,Lungs,Liver,Bladder
SCI572,Human Body,Level 2,Where are red blood cells made?,Bone marrow,Brain,Heart,Skin,Bone marrow
SCI573,Human Body,Level 2,Which of these is NOT a sense?,Smell,Hearing,Balance,Thinking,Thinking
SCI574,Physics,Force,What is a push or pull called?,Force,Heat,Light,Shadow,Force
SCI575,Physics,Force,Which force pulls a cart when you drag it?,Magnetism,Sound,Pulling force,Heat,Pulling force
SCI576,Physics,Force,What can a force do to an object?,Make sound only,Change motion,Nothing,Change color only,Change motion
SCI577,Physics,Force,Which force starts a football moving?,Light,Cold,Push,Gravity from Moon,Push
SCI578,Physics,Force,What happens when you kick a ball harder?,It glows,It moves faster,It shrinks,It melts,It moves faster
SCI579,Physics,Force,Which force stops a moving bicycle when brakes are used?,Heat,Light,Friction,Magnetism,Friction
SCI580,Physics,Force,What do we use to lift a bucket from a well?,Shadow,Mirror,Pulling force,Rain,Pulling force
SCI581,Physics,Force,If two people push opposite equally  what happens?,Stays still,Flies up,Breaks,Moves fast,Stays still
SCI582,Physics,Force,Which can change an object's shape?,Color only,Force only,Music only,Smell only,Force only
SCI583,Physics,Force,Which is an example of a push?,Reading book,Opening drawer,Closing door by hand,Watching TV,Closing door by hand
SCI584,Physics,Force,What unit is used to measure force?,Watt,Celsius,Joule,Newton,Newton
SCI585,Physics,Force,What is balanced force?,Forces equal and opposite,Only upward force,No motion ever,Only one force,Forces equal and opposite
SCI586,Physics,Force,What happens under unbalanced forces?,Mass doubles,No change,Motion changes,Object vanishes,Motion changes
SCI587,Physics,Force,Which scientist is linked with laws of motion?,Edison,Darwin,Newton,Curie,Newton
SCI588,Physics,Force,What is needed to change direction of a moving object?,Color,Force,Water,Heat,Force
SCI589,Physics,Force,Seat belts help because they apply force to ____,make noise,add mass,stop your motion safely,increase speed,stop your motion safely
SCI590,Physics,Force,What is the downward force on an object called?,Density,Volume,Weightless,Weight,Weight
SCI591,Physics,Force,Which machine changes direction of force with a rope?,Lens,Battery,Pulley,Thermometer,Pulley
SCI592,Physics,Force,What happens when net force is zero?,Object explodes,Object stays at rest or constant speed,Acceleration occurs,Temperature rises,Object stays at rest or constant speed
SCI593,Physics,Force,Greater force on same mass gives more ____,acceleration,color,silence,reflection,acceleration
SCI594,Physics,Force,What is inertia?,Measure of heat,Resistance to change in motion,Type of magnet,Kind of light,Resistance to change in motion
SCI595,Physics,Force,What formula links force mass and acceleration?,P=mv,F=ma,V=IR,E=mc²,F=ma
SCI596,Physics,Force,If mass increases with same force  acceleration usually ____,becomes light,stays infinite,increases,decreases,decreases
SCI597,Physics,Force,Action and reaction forces are always ____,same direction,hot,equal and opposite,missing,equal and opposite
SCI598,Physics,Force,Why does a rocket move upward?,Magnet pulls it,Light lifts it,Heat disappears,Gases pushed downward create reaction force,Gases pushed downward create reaction force
SCI599,Physics,Friction,Which force resists motion between surfaces?,Light,Magnetism,Gravity,Friction,Friction
SCI600,Physics,Friction,Why do shoes have rough soles?,More light,Decoration,Less weight,More friction,More friction
SCI601,Physics,Friction,What helps a car stop on road?,Friction,Shadow,Heat,Sound,Friction
SCI602,Physics,Friction,Which surface has more friction?,Rough road,Ice,Oil,Glass,Rough road
SCI603,Physics,Friction,Why is oil used in machines?,To add heat,To reduce friction,To add friction,To add weight,To reduce friction
SCI604,Physics,Friction,What happens if friction is too low on road?,Better grip,More noise only,Slipping,No motion,Slipping
SCI605,Physics,Friction,Which is easier to slide?,Ice block,Carpet,Rough wood,Sandpaper,Ice block
SCI606,Physics,Friction,Friction can produce ____,heat,plants,water,light only,heat
SCI607,Physics,Friction,What helps us write with pencil on paper?,Magnetism,Gravity,Friction,Reflection,Friction
SCI608,Physics,Friction,Which object uses friction to erase pencil marks?,Scale,Bell,Eraser,Cup,Eraser
SCI609,Physics,Friction,What type of friction acts on moving wheels?,Rolling friction,Sound friction,Static friction,Gravity friction,Rolling friction
SCI610,Physics,Friction,What type of friction acts when surfaces slide?,Magnetic friction,Fluid friction,Nuclear friction,Sliding friction,Sliding friction
SCI611,Physics,Friction,Air resistance is a type of ____,mass,friction,light,heat,friction
SCI612,Physics,Friction,Why do parachutes open wide?,Increase friction with air,Add mass,Reduce gravity,Create magnets,Increase friction with air
SCI613,Physics,Friction,What happens when surfaces are polished?,Mass doubles,Friction decreases,Friction increases,Heat stops,Friction decreases
SCI614,Physics,Friction,Why are ball bearings used in machines?,Increase rust,Reduce friction,Increase noise,Add color,Reduce friction
SCI615,Physics,Friction,Which causes more wear in machine parts?,Low friction,Cold air,High friction,No motion,High friction
SCI616,Physics,Friction,Why can you walk forward?,Gravity stops you,No friction,Light pulls you,Friction pushes via ground,Friction pushes via ground
SCI617,Physics,Friction,Static friction acts when object is ____,melting,not sliding relative to surface,glowing,already flying,not sliding relative to surface
SCI618,Physics,Friction,Which fluid friction acts in water?,Reflection,Weight,Drag,Charge,Drag
SCI619,Physics,Friction,Coefficient of friction tells how ____ surfaces are.,bright,heavy,silent,grippy,grippy
SCI620,Physics,Friction,Why do tires have tread patterns?,Reduce mass,Improve friction and grip,Reflect light,Make sound,Improve friction and grip
SCI621,Physics,Friction,Friction always acts ____ motion.,above,against,with,inside,against
SCI622,Physics,Friction,Too much friction wastes energy as ____,air,heat,plants,glass,heat
SCI623,Physics,Friction,Which sport needs friction for players to stop quickly?,Football on grass,Ice skating on oil,Spacewalk,Swimming in air,Football on grass
SCI624,Physics,Gravity,What pulls objects toward Earth?,Heat,Wind,Gravity,Friction,Gravity
SCI625,Physics,Gravity,If you drop a ball -  why does it fall?,Push,Magnetism,Sound,Gravity,Gravity
SCI626,Physics,Gravity,Which object falls due to gravity?,A and B,Stone,Leaf,Both,Both
SCI627,Physics,Gravity,What keeps us on the ground?,Light,Air only,Gravity,Heat,Gravity
SCI628,Physics,Gravity,Gravity pulls objects toward the ____.,sky,Earth,cloud,Sunflower,Earth
SCI629,Physics,Gravity,Jumping up returns you down because of ____,wind,gravity,light,sound,gravity
SCI630,Physics,Gravity,Which planet has gravity too?,Only Earth,All planets,Not Applicable,Only Mars,All planets
SCI631,Physics,Gravity,What is your weight caused by?,Gravity,Sound,Shape,Color,Gravity
SCI632,Physics,Gravity,What happens to a thrown ball after rising?,Keeps rising,Stops in air,Falls back,Melts,Falls back
SCI633,Physics,Gravity,Moon stays near Earth because of ____,gravity,fog,noise,paint,gravity
SCI634,Physics,Gravity,Who explained gravity after seeing a falling apple story?,Faraday,Newton,Galileo,Bell,Newton
SCI635,Physics,Gravity,What happens to weight on the Moon compared to Earth?,More,Zero always,Same,Less,Less
SCI636,Physics,Gravity,Mass and weight are ____,same always,both colors,both sounds,different quantities,different quantities
SCI637,Physics,Gravity,Which has stronger gravity: Earth or Moon?,Same,Earth,Not Applicable,Moon,Earth
SCI638,Physics,Gravity,What is free fall?,Falling under gravity only,Floating in water,Standing still,Rolling uphill,Falling under gravity only
SCI639,Physics,Gravity,Gravity gives objects downward ____,temperature,acceleration,speed limit,color,acceleration
SCI640,Physics,Gravity,Why do planets orbit the Sun?,Sound waves,Sun's gravity,Friction only,Magnetism only,Sun's gravity
SCI641,Physics,Gravity,If you carry a bag upstairs;  your gravitational potential energy ____,decreases,disappears,increases,freezes,increases
SCI642,Physics,Gravity,What happens to weight if gravity increases?,Decreases,Increases,Becomes mass,Stays zero,Increases
SCI643,Physics,Gravity,What unit is used for weight?,Meter,Liter,Newton,Second,Newton
SCI644,Physics,Gravity,Acceleration due to gravity on Earth is about ____,1 m/s²,0 m/s²,100 m/s²,9.8 m/s²,9.8 m/s²
SCI645,Physics,Gravity,Why do astronauts float in orbit?,No air only,Continuous free fall,No gravity at all,No mass,Continuous free fall
SCI646,Physics,Gravity,Escape velocity means speed needed to ____,make sound,stop light,boil water,leave a planet's gravity,leave a planet's gravity
SCI647,Physics,Gravity,What happens to gravitational force with more distance?,Stays same,Turns magnetic,Increases,Decreases,Decreases
SCI648,Physics,Gravity,Black holes have extremely strong ____,color,heat,friction,gravity,gravity
SCI649,Physics,Heat,What do we feel when something is hot?,Heat,Cold,Wind,Light,Heat
SCI650,Physics,Heat,Which object gives us natural heat and light?,Sun,Cloud,Stone,Moon,Sun
SCI651,Physics,Heat,What happens to ice when heat is added?,It hardens,It melts,It glows,It grows,It melts
SCI652,Physics,Heat,Which tool measures temperature?,Compass,Scale,Thermometer,Ruler,Thermometer
SCI653,Physics,Heat,Which is a good source of heat for cooking?,Pillow,Fan,Book,Stove,Stove
SCI654,Physics,Heat,What happens to water when it is heated enough?,It sinks,It boils,It freezes,It hardens,It boils
SCI655,Physics,Heat,Which material keeps heat in best?,Stone floor,Metal spoon,Wool blanket,Glass plate,Wool blanket
SCI656,Physics,Heat,Why do we wear light clothes in summer?,To get heavier,To block sound,To trap heat,To stay cooler,To stay cooler
SCI657,Physics,Heat,Heat usually moves from a ____ object to a ____ object.,small big,wet dry,hot cold,cold hot,hot cold
SCI658,Physics,Heat,Which metal object becomes hot quickly in sunlight?,Paper cup,Cotton cloth,Steel spoon,Wood stick,Steel spoon
SCI659,Physics,Heat,What is transfer of heat through touching called?,Radiation,Conduction,Reflection,Refraction,Conduction
SCI660,Physics,Heat,What is heat transfer through moving liquids or gases called?,Conduction,Friction,Convection,Magnetism,Convection
SCI661,Physics,Heat,How does the Sun's heat reach Earth?,Radiation only,By rope,Conduction only,Convection only,Radiation only
SCI662,Physics,Heat,Why does a black shirt feel hotter in sunlight?,It absorbs more heat,It blocks gravity,It creates ice,It reflects more heat,It absorbs more heat
SCI663,Physics,Heat,What happens to most solids when heated?,They shrink,They float,They vanish,They expand,They expand
SCI664,Physics,Heat,Why are handles of cooking pots often plastic or wood?,They attract magnets,They are shiny,They are poor conductors,They melt fast,They are poor conductors
SCI665,Physics,Heat,Which state change happens when vapor cools into liquid?,Melting,Condensation,Freezing,Sublimation,Condensation
SCI666,Physics,Heat,Sea breeze during daytime happens because of movement of ____,water only,rocks only,heat and air,light only,heat and air
SCI667,Physics,Heat,Which container keeps drinks hot longest?,Thermos flask,Paper plate,Metal tray,Open cup,Thermos flask
SCI668,Physics,Heat,Why are railway tracks given gaps?,To attract magnets,To reduce sound,For expansion in heat,For decoration,For expansion in heat
SCI669,Physics,Heat,What scale is commonly used to measure temperature in science?,Liter,Celsius,Newton,Meter,Celsius
SCI670,Physics,Heat,What is the boiling point of pure water at normal pressure?,0°C,50°C,200°C,100°C,100°C
SCI671,Physics,Heat,Why does metal feel colder than wood in the same room?,It has no heat,It makes wind,It is colder,It conducts heat faster,It conducts heat faster
SCI672,Physics,Heat,What type of energy increases when particles move faster?,Magnetic energy,Sound energy,Heat energy,Light energy,Heat energy
SCI673,Physics,Heat,Why does sweating cool the body?,It blocks air,It adds heat,It changes gravity,Evaporation removes heat,Evaporation removes heat
SCI674,Physics,Light,What is the main natural source of light for Earth?,Moon,Sun,Starfish,Cloud,Sun
SCI675,Physics,Light,Which of these objects gives off its own light?,Mirror,Chair,Book,Sun,Sun
SCI676,Physics,Light,What happens when light enters a dark room?,It stops moving,It makes the room brighter,It makes sound,It becomes cold,It makes the room brighter
SCI677,Physics,Light,Which object can reflect light clearly?,Cloth,Mirror,Sponge,Wood,Mirror
SCI678,Physics,Light,What do we call the bouncing back of light?,Reflection,Evaporation,Vibration,Refraction,Reflection
SCI679,Physics,Light,Why can we see objects around us?,Light reaches our eyes,They make noise,They are heavy,Air pushes them,Light reaches our eyes
SCI680,Physics,Light,Which of these is transparent?,Brick,Metal,Wood,Glass,Glass
SCI681,Physics,Light,Which of these is translucent?,Frosted glass,Steel,Stone,Clear glass,Frosted glass
SCI682,Physics,Light,Which of these is opaque?,Wood,Water,Clear plastic,Air,Wood
SCI683,Physics,Light,What happens when light is blocked by an object?,The object melts,The air stops,A rainbow forms,A shadow forms,A shadow forms
SCI684,Physics,Light,When is your shadow usually shortest?,Noon,Evening,Morning,Night,Noon
SCI685,Physics,Light,What color light is made when all rainbow colors mix?,White,Brown,Green,Black,White
SCI686,Physics,Light,What do we call the band of colors seen after rain?,Rainbow,Shadow,Sunline,Cloudbeam,Rainbow
SCI687,Physics,Light,Which color is usually at the top of a rainbow?,Red,Purple,Blue,Green,Red
SCI688,Physics,Light,What happens when light passes through a prism?,It bends into colors,It turns to sound,It disappears,It becomes heavier,It bends into colors
SCI689,Physics,Light,What do we call the bending of light?,Condensation,Reflection,Rotation,Refraction,Refraction
SCI690,Physics,Light,Which lens is commonly used in a magnifying glass?,Flat mirror,Convex lens,Metal lens,Concave lens,Convex lens
SCI691,Physics,Light,Which mirror shows an upright image of yourself?,Stone slab,Paper screen,Rough wall,Plane mirror,Plane mirror
SCI692,Physics,Light,Which object helps us see tiny things larger?,Compass,Speaker,Binoculars,Microscope,Microscope
SCI693,Physics,Light,Which object helps us see faraway stars?,Torch,Periscope,Telescope,Clock,Telescope
SCI694,Physics,Light,Why should we not look directly at the Sun?,It causes wind,It is too small,It makes noise,It can harm our eyes,It can harm our eyes
SCI695,Physics,Light,Which travels faster?,Sound,Neither moves,Light,Both same speed,Light
SCI696,Physics,Light,What color object is most likely to absorb more sunlight?,Mirror,Black shirt,Clear glass,White shirt,Black shirt
SCI697,Physics,Light,Which object is a man-made source of light?,Tree,Rock,Lamp,Table,Lamp
SCI698,Physics,Light,What happens to light in a straight line path?,It zigzags randomly,It stops quickly,It travels straight,It sinks down,It travels straight
SCI699,Physics,Magnet,Which object can attract iron nails?,Magnet,Paper,Wood,Glass,Magnet
SCI700,Physics,Magnet,A magnet has two ____,colors,wheels,poles,shapes,poles
SCI701,Physics,Magnet,What are the two poles of a magnet?,North South,Hot Cold,East West,Up Down,North South
SCI702,Physics,Magnet,What happens when unlike poles meet?,Disappear,Melt,Attract,Repel,Attract
SCI703,Physics,Magnet,What happens when like poles meet?,Repel,Attract,Glow,Freeze,Repel
SCI704,Physics,Magnet,Which metal is strongly attracted to magnets?,Rubber,Iron,Plastic,Wood,Iron
SCI705,Physics,Magnet,Which tool uses a magnet to show direction?,Thermometer,Scale,Ruler,Compass,Compass
SCI706,Physics,Magnet,Can a magnet attract paper clips made of steel?,Yes,Only at night,No,Only if wet,Yes
SCI707,Physics,Magnet,Where is magnetism strongest on a bar magnet?,Painted side,Bottom only,Ends,Middle,Ends
SCI708,Physics,Magnet,Which is a natural magnet?,Coal,Sponge,Chalk,Lodestone,Lodestone
SCI709,Physics,Magnet,What is the area around a magnet where force acts called?,Circuit,Field,Wave,Shadow,Field
SCI710,Physics,Magnet,What do we call a temporary magnet made by electricity?,Electromagnet,Lens,Battery,Fuse,Electromagnet
SCI711,Physics,Magnet,Which device commonly uses electromagnets?,Both crane and doorbell,Candle,Plate only,Doorbell only,Both crane and doorbell
SCI712,Physics,Magnet,Why are scrapyard cranes magnetic?,To paint cars,To cool metal,To lift iron objects,To make light,To lift iron objects
SCI713,Physics,Magnet,What happens if current stops in an electromagnet?,Explodes,Turns wooden,Loses magnetism greatly,Gets stronger,Loses magnetism greatly
SCI714,Physics,Magnet,Magnetic field lines are strongest where lines are ____,close together,colorful,far apart,broken,close together
SCI715,Physics,Magnet,Which material can block magnets best here?,Iron nail,Paper,Thick steel sheet,Air,Thick steel sheet
SCI716,Physics,Magnet,Earth behaves like a giant ____,magnet,heater,battery,lens,magnet
SCI717,Physics,Magnet,Why does a compass needle move?,Wind pushes it,Water pulls it,Heat bends it,Earth's magnetic field,Earth's magnetic field
SCI718,Physics,Magnet,If a bar magnet is cut in half  each piece gets ____,liquid,two poles,one pole only,no poles,two poles
SCI719,Physics,Magnet,What is magnetic induction?,Melting magnets,Stopping gravity,Painting magnets,Making material magnetic nearby,Making material magnetic nearby
SCI720,Physics,Magnet,Which pole of a compass points northward?,South-seeking end,Neither,Middle,North-seeking end,North-seeking end
SCI721,Physics,Magnet,Why are fridge magnets useful?,They stick notes to metal door,They make food hot,They create ice,They stop light,They stick notes to metal door
SCI722,Physics,Magnet,Which material is non-magnetic?,Copper coin,Nickel,Steel,Iron,Copper coin
SCI723,Physics,Magnet,Stronger electromagnets can be made by increasing ____,color,current,shadow,silence,current
SCI724,Physics,Random,What force pulls objects towards the Earth?,Friction,Magnetism,Gravity,Push,Gravity
SCI725,Physics,Random,What is the speed of moving air called?,Cloud,Wind,Rain,Thunder,Wind
SCI726,Physics,Random,Which of these is a source of light?,Wall,Moon,Sun,Mirror,Sun
SCI727,Physics,Random,What happens when light hits a mirror?,It disappears,It slows down,It reflects,It breaks,It reflects
SCI728,Physics,Random,What do we call the energy of moving objects?,Light energy,Heat energy,Sound energy,Kinetic energy,Kinetic energy
SCI729,Physics,Random,Which simple machine is a see-saw?,Lever,Wheel,Pulley,Screw,Lever
SCI730,Physics,Random,What do magnets attract?,Plastic,Paper,Wood,Iron,Iron
SCI731,Physics,Random,What is the positive end of a magnet called?,North Pole,West Pole,South Pole,Top Pole,North Pole
SCI732,Physics,Random,What does friction do to a moving object?,Turns it invisible,Slows it down,Speeds it up,Stops it,Slows it down
SCI733,Physics,Random,Which of these is a good conductor of electricity?,Copper,Wood,Rubber,Plastic,Copper
SCI734,Physics,Random,Sound travels fastest through:,Gas,Water,Air,Solid,Solid
SCI735,Physics,Random,Which part of a bulb gives light?,Filament,Glass,Wire,Base,Filament
SCI736,Physics,Random,What is needed to make an electric circuit work?,Break,Switch off,Complete path,Paint,Complete path
SCI737,Physics,Random,What form of energy do we get from the Sun?,Light and heat energy,Magnetic energy,Sound energy,Electrical energy,Light and heat energy
SCI738,Physics,Random,What happens to a shadow when the light source moves closer?,Shadow becomes bigger,Shadow becomes smaller,Shadow disappears,Shadow becomes blue,Shadow becomes bigger
