Subject,Category,Set,Question,Option1,Option2,Option3,Option4,Correct_Option
Brain Boosting,Ethical Decisions,Level 2,Your friend shares a good idea in class. What should you do?,Copy and take credit,Laugh at them,Support and appreciate them,Ignore them,Support and appreciate them
Brain Boosting,Ethical Decisions,Level 2,You accidentally step on someone's foot. What should you do?,Say sorry,Blame them,Run away,Laugh,Say sorry
Brain Boosting,Ethical Decisions,Level 2,Your friend is nervous before a test. What should you do?,Scare them,Make jokes about them,Ignore them,Encourage them,Encourage them
Brain Boosting,Ethical Decisions,Level 2,You see someone throwing garbage on the ground. What should you do?,Politely tell them to use a bin,Laugh at them,Throw more garbage,Join them,Politely tell them to use a bin
Brain Boosting,Ethical Decisions,Level 2,Your classmate forgot their lunch money. What should you do?,Ignore them,Make fun of them,Help if possible,Tell everyone,Help if possible
Brain Boosting,Ethical Decisions,Level 2,Your friend is crying because they lost something. What should you do?,Laugh at them,Ignore them,Hide it,Help them find it,Help them find it
Brain Boosting,Ethical Decisions,Level 2,You borrow a toy from your friend. What should you do?,Keep it forever,Return it carefully,Break it,Lose it,Return it carefully
Brain Boosting,Ethical Decisions,Level 2,You see a younger child needing help. What should you do?,Ignore them,Tease them,Take their things,Help them safely,Help them safely
Brain Boosting,Ethical Decisions,Level 2,Your friend makes a mistake while playing. What should you do?,Blame them,Laugh at them,Stop playing forever,Encourage them,Encourage them
Brain Boosting,Ethical Decisions,Level 3,You notice someone is alone at school. What should you do?,Talk and include them,Ignore them,Avoid them,Make fun of them,Talk and include them
Brain Boosting,Ethical Decisions,Level 3,Your friend helps you with a problem. What should you do?,Ignore them,Make fun of them,Refuse politely,Thank them,Thank them
Brain Boosting,Ethical Decisions,Level 3,You find a mistake in your friend's work. What should you do?,Destroy it,Help them correct it,Publicly embarrass them,Ignore them,Help them correct it
Brain Boosting,Ethical Decisions,Level 3,Your friend is angry with you. What should you do?,Talk calmly,Ignore forever,Insult them,Fight back,Talk calmly
Brain Boosting,Ethical Decisions,Level 3,You see someone sharing their food with others. What should you do?,Stop them,Laugh at them,Appreciate their kindness,Take all the food,Appreciate their kindness
Brain Boosting,Ethical Decisions,Level 3,You receive praise for teamwork. What should you do?,Take all credit,Ignore teammates,Thank your team,Blame others,Thank your team
Brain Boosting,Ethical Decisions,Level 3,Your friend has a different culture or habit. What should you do?,Insult them,Respect differences,Exclude them,Make jokes,Respect differences
Brain Boosting,Ethical Decisions,Level 3,You see someone struggling with a task. What should you do?,Make fun of them,Leave immediately,Offer help,Make it harder,Offer help
Brain Boosting,Ethical Decisions,Level 3,Your friend tells you they are worried. What should you do?,Laugh,Share their problem with everyone,Listen and support them,Ignore them,Listen and support them
Brain Boosting,Ethical Decisions,Level 3,You disagree during a group project. What should you do?,Quit immediately,Refuse to listen,Fight with members,Discuss politely,Discuss politely
Brain Boosting,Ethical Decisions,Level 3,You see someone return a lost item. What should you do?,Ignore them,Make fun of them,Appreciate honesty,Hide another item,Appreciate honesty
Brain Boosting,Ethical Decisions,Level 3,Your friend is learning a new skill. What should you do?,Stop them,Say they cannot do it,Laugh at mistakes,Encourage practice,Encourage practice
Brain Boosting,Ethical Decisions,Level 3,You make a promise to help someone. What should you do?,Avoid them,Lie about it,Try to keep it,Forget intentionally,Try to keep it
Brain Boosting,Ethical Decisions,Level 3,You see a person helping others. What should you do?,Stop them,Respect and appreciate them,Mock them,Ignore completely,Respect and appreciate them
Brain Boosting,Ethical Decisions,Level 3,Your friend forgets to bring a ruler in class. What should you do?,Ignore them,Help by sharing your ruler,Laugh at them,Hide your ruler,Help by sharing your ruler
Brain Boosting,Ethical Decisions,Level 3,You see your classmate cleaning the classroom. What should you do?,Ignore them,Stop them,Help them keep it clean,Make more mess,Help them keep it clean
Brain Boosting,Ethical Decisions,Level 3,Your friend makes a mistake while speaking. What should you do?,Encourage them,Insult them,Stop them,Mimic and laugh,Encourage them
Brain Boosting,Ethical Decisions,Level 3,You see someone being kind to another person. What should you do?,Appreciate their kindness,Make fun of them,Ignore them,Stop them,Appreciate their kindness
Brain Boosting,Ethical Decisions,Level 3,Your friend is worried about a problem. What should you do?,Ignore them,Tell others as a joke,Spread their problem,Listen and support them,Listen and support them
Brain Boosting,Ethical Decisions,Level 3,You are playing a game and your friend loses. What should you do?,Laugh at them,Refuse to play again,Blame them,Be kind and encourage them,Be kind and encourage them
Brain Boosting,Ethical Decisions,Level 4,You notice someone is having trouble understanding a lesson. What should you do?,Take their notebook,Explain and help them,Laugh at them,Ignore them,Explain and help them
Brain Boosting,Ethical Decisions,Level 4,Your friend shares their achievement with you. What should you do?,Say something negative,Ignore them,Congratulate them,Feel angry,Congratulate them
Brain Boosting,Ethical Decisions,Level 4,You accidentally take someone s pencil by mistake. What should you do?,Blame them,Return it and apologize,Hide it,Keep it,Return it and apologize
Brain Boosting,Ethical Decisions,Level 4,You see someone crying at school. What should you do?,Ask if they need help,Make jokes,Laugh at them,Walk away immediately,Ask if they need help
Brain Boosting,Ethical Decisions,Level 4,Your friend invites you to play; but another child is alone. What should you do?,Leave everyone,Ignore the child,Include the lonely child,Make fun of them,Include the lonely child
Brain Boosting,Ethical Decisions,Level 4,You borrow something from a friend. What should you do after using it?,Forget about it,Keep it,Break it,Return it safely,Return it safely
Brain Boosting,Ethical Decisions,Level 4,You see someone making a mistake in a group activity. What should you do?,Make fun of them,Help them improve,Remove them,Blame them,Help them improve
Brain Boosting,Ethical Decisions,Level 4,Your friend is different from you in some ways. What should you do?,Make jokes about them,Respect their differences,Avoid them,Insult them,Respect their differences
Brain Boosting,Ethical Decisions,Level 4,You find a lost notebook in your classroom. What should you do?,Return it to the owner,Keep it,Tear pages,Hide it,Return it to the owner
Brain Boosting,Ethical Decisions,Level 4,You are working in a team project. What should you do?,Cooperate with teammates,Ignore others,Do nothing,Only take credit,Cooperate with teammates
Brain Boosting,Ethical Decisions,Level 4,Your friend apologizes after making a mistake. What should you do?,Insult them,Tell everyone,Accept the apology,Keep being angry,Accept the apology
Brain Boosting,Ethical Decisions,Level 4,You see someone helping an elderly person. What should you do?,Stop them,Ignore them,Laugh at them,Respect their kindness,Respect their kindness
Brain Boosting,Ethical Decisions,Level 4,Your friend is not good at a sport. What should you do?,Make fun of them,Encourage them,Exclude them,Stop them from playing,Encourage them
Brain Boosting,Ethical Decisions,Level 4,You make a promise to help a friend. What should you do?,Keep your promise,Avoid your friend,Lie about it,Forget it intentionally,Keep your promise
Brain Boosting,Ethical Decisions,Level 4,You see someone sharing their food with others. What should you do?,Make fun of them,Ignore them,Take all the food,Thank and appreciate them,Thank and appreciate them
Brain Boosting,Ethical Decisions,Level 4,Your friend is nervous before performing on stage. What should you do?,Laugh at them,Scare them,Discourage them,Encourage them,Encourage them
Brain Boosting,Ethical Decisions,Level 4,You see someone dropping trash accidentally. What should you do?,Politely remind them,Add more trash,Push them,Laugh at them,Politely remind them
Brain Boosting,Ethical Decisions,Level 4,Your friend helps you solve a difficult problem. What should you do?,Thank them,Ignore them,Take credit,Make fun of them,Thank them
