Id,Category,Set,Question,Option1,Option2,Option3,Option4,Correct_Option
ENG523,Part of Speech,Conjunction_1,Do you want apples _________ bananas? (Conjunction),or,and,but,because,or
ENG524,Part of Speech,Conjunction_1,The room was small _________ comfortable. (Conjunction),and,so,because,but,but
ENG525,Part of Speech,Conjunction_1,She smiled _________ waved at her friend. (Conjunction),and,because,but,or,and
ENG526,Part of Speech,Conjunction_2,"""The boy was hungry, _________ he ate a sandwich. (Conjunction)""",because,but,or,so,so
ENG527,Part of Speech,Conjunction_2,She can sing _________ dance very well. (Conjunction),or,but,because,and,and
ENG528,Part of Speech,Conjunction_2,We stayed at home _________ it was raining heavily. (Conjunction),or,and,but,because,because
ENG529,Part of Speech,Conjunction_2,"""Take an umbrella, _________ you may get wet. (Conjunction)""",or,and,because,but,or
ENG530,Part of Speech,Conjunction_2,He is poor _________ very happy. (Conjunction),or,because,but,so,but
ENG531,Part of Speech,Conjunction_2,I finished my homework _________ went to bed. (Conjunction),because,and,or,but,and
ENG532,Part of Speech,Conjunction_2,"""The road was slippery, _________ we drove carefully. (Conjunction)""",so,but,and,because,so
ENG533,Part of Speech,Conjunction_2,Would you like juice _________ milk? (Conjunction),because,but,and,or,or
ENG534,Part of Speech,Conjunction_2,"""She did not study, _________ she failed the test. (Conjunction)""",because,but,and,so,so
ENG535,Part of Speech,Conjunction_2,The movie was long _________ interesting. (Conjunction),because,or,but,so,but
ENG536,Part of Speech,Conjunction_2,He opened the box _________ found a gift inside. (Conjunction),or,but,because,and,and
ENG537,Part of Speech,Conjunction_2,I could not attend class _________ I was sick. (Conjunction),and,or,but,because,because
ENG538,Part of Speech,Conjunction_2,"""Walk faster, _________ you will be late. (Conjunction)""",and,or,but,because,or
ENG539,Part of Speech,Conjunction_2,The cat jumped onto the chair _________ slept there. (Conjunction),because,or,and,but,and
ENG540,Part of Speech,Conjunction_2,She is intelligent _________ humble. (Conjunction),and,so,or,but,and
ENG541,Part of Speech,Conjunction_2,"""The shop was closed, _________ we returned home. (Conjunction)""",so,because,but,or,so
ENG542,Part of Speech,Conjunction_2,"""He tried hard, _________ he could not win. (Conjunction)""",and,because,but,or,but
ENG543,Part of Speech,Conjunction_2,"""You must hurry, _________ the bus will leave soon. (Conjunction)""",or,because,but,and,or
ENG544,Part of Speech,Conjunction_2,"""The child cried _________ he lost his toy. (Conjunction)""",because,so,and,but,because
ENG545,Part of Speech,Conjunction_2,We bought fruits _________ vegetables from the market. (Conjunction),or,and,but,because,and
ENG546,Part of Speech,Conjunction_2,"""The room was dark, _________ I switched on the light. (Conjunction)""",or,because,so,but,so
ENG547,Part of Speech,Conjunction_2,"""She wanted to travel, _________ she saved money. (Conjunction)""",and,because,but,so,so
ENG548,Part of Speech,Conjunction_2,Do you prefer tea _________ coffee in the morning? (Conjunction),or,and,but,because,or
ENG549,Part of Speech,Conjunction_2,"""He was sleepy, _________ he finished the work first. (Conjunction)""",so,because,or,but,but
ENG550,Part of Speech,Conjunction_2,The children laughed _________ clapped their hands happily. (Conjunction),because,and,but,or,and
ENG551,Part of Speech,Conjunction_3,"""He is very tired, ______ he is still working.  (Conjunction)""", so , and , or , but , but
ENG552,Part of Speech,Conjunction_3,"""I wanted to go to the park, ______ it started raining.  (Conjunction)""", and , so , but , because , but
ENG553,Part of Speech,Conjunction_3,You can take tea ______ coffee.  (Conjunction), but , so , and , or , or
ENG554,Part of Speech,Conjunction_3,"""She studied hard, ______ she failed the exam.  (Conjunction)""", so , or , and , but , but
ENG555,Part of Speech,Conjunction_3,"""I was hungry, ______ I ate a sandwich.  (Conjunction)""", yet , so , or , but , so
ENG556,Part of Speech,Conjunction_3,He speaks English ______ French.  (Conjunction), and , so , but , or , and
ENG557,Part of Speech,Conjunction_3,We stayed at home ______ it was raining heavily.  (Conjunction), so , or , because , but , because
ENG558,Part of Speech,Conjunction_3,"""I like tea, ______ I do not like coffee.  (Conjunction)""", but , or , and , so , but
ENG559,Part of Speech,Conjunction_3,"""You must hurry, ______ you will miss the bus.  (Conjunction)""", and , but , or , so , or
ENG560,Part of Speech,Conjunction_3,"""She is poor, ______ she is very happy.  (Conjunction)""", but , or , so , and , but
ENG561,Part of Speech,Conjunction_3,"""I called him, ______ he did not answer.  (Conjunction)""", but , or , so , and , but
ENG562,Part of Speech,Conjunction_3,He is smart ______ hardworking.  (Conjunction), and , but , so , or , and
ENG563,Part of Speech,Conjunction_3,"""Work hard, ______ you will succeed.  (Conjunction)""", and , or , so , but , so
ENG564,Part of Speech,Conjunction_3,"""I was late, ______ I missed the train.  (Conjunction)""", so , and , but , or , so
ENG565,Part of Speech,Conjunction_3,She can sing ______ dance very well.  (Conjunction), or , so , and , but , and
ENG566,Part of Speech,Conjunction_3,Do you want tea ______ coffee?  (Conjunction), and , but , so , or , or
ENG567,Part of Speech,Conjunction_3,"""He tried hard, ______ he failed.  (Conjunction)""", so , and , but , or , but
ENG568,Part of Speech,Conjunction_3,"""I was sick, ______ I went to school.  (Conjunction)""", so , but , and , or , but
ENG569,Part of Speech,Conjunction_3,She is kind ______ helpful.  (Conjunction), or , so , and , but , and
ENG570,Part of Speech,Conjunction_3,You can stay here ______ leave now.  (Conjunction), or , but , so , and , or
ENG571,Part of Speech,Conjunction_3,"""It was raining, ______ we played football.  (Conjunction)""", so , or , and , but , so
ENG572,Part of Speech,Conjunction_3,I like apples ______ oranges.  (Conjunction), but , or , and , so , and
ENG573,Part of Speech,Conjunction_3,"""He is rich, ______ he is not happy.  (Conjunction)""", and , so , but , or , but
ENG574,Part of Speech,Conjunction_3,"""She worked hard, ______ she got a good job.  (Conjunction)""", or , but , so , and , so
ENG575,Part of Speech,Conjunction_3,"""I wanted to sleep, ______ I was not tired.  (Conjunction)""", but , so , and , or , but
ENG576,Part of Speech,Interjection_1,___! That was an amazing goal.,Quickly,Run,Beautiful,Wow,Wow
ENG577,Part of Speech,Interjection_1,___! I forgot my homework.,Jump,Oops,Table,Blue,Oops
ENG578,Part of Speech,Interjection_1,___! We won the match.,Slowly,Chair,Hooray,School,Hooray
ENG579,Part of Speech,Interjection_1,___! That hurt my finger.,Under,Ouch,Happy,Walk,Ouch
ENG580,Part of Speech,Interjection_1,___! The food tastes great.,Book,Yummy,Write,Tall,Yummy
ENG581,Part of Speech,Interjection_1,___! I didn't expect to see you here.,Oh,Green,Window,Run,Oh
ENG582,Part of Speech,Interjection_1,___! Be careful with that glass.,Watch out,Dog,Pencil,Quickly,Watch out
ENG583,Part of Speech,Interjection_1,___! We are going on vacation tomorrow.,Orange,Yay,School,Dance,Yay
ENG584,Part of Speech,Interjection_1,___! The baby is so cute.,Fast,Aww,Table,Jump,Aww
ENG585,Part of Speech,Interjection_1,___! I stepped in a puddle.,Sing,Oops,Cloud,Loud,Oops
ENG586,Part of Speech,Interjection_1,___! The magician disappeared.,Wow,Small,Desk,Read,Wow
ENG587,Part of Speech,Interjection_1,___! I can't believe I lost my keys.,Oh no,Swim,Bag,Pretty,Oh no
ENG588,Part of Speech,Interjection_1,___! You scared me.,House,Yellow,Slowly,Ah,Ah
ENG589,Part of Speech,Interjection_1,___! What a beautiful rainbow.,Quiet,Wow,Play,Tree,Wow
ENG590,Part of Speech,Interjection_1,___! We finished the project on time.,Tiny,Hooray,Apple,Talk,Hooray
ENG591,Part of Speech,Interjection_1,___! The soup is very hot.,Book,Strong,Yikes,Walk,Yikes
ENG592,Part of Speech,Interjection_1,___! I dropped my ice cream.,Oh no,Smile,Chair,Blue,Oh no
ENG593,Part of Speech,Interjection_1,___! That joke was funny.,Round,Dance,Ha ha,School,Ha ha
ENG594,Part of Speech,Interjection_1,___! The fireworks are beautiful.,Run,Large,Pen,Wow,Wow
ENG595,Part of Speech,Interjection_1,___! We got full marks in the test.,Red,Hooray,Sing,Window,Hooray
ENG596,Part of Speech,Interjection_1,___! I touched something sharp.,Jump,Happy,Ouch,Bottle,Ouch
ENG597,Part of Speech,Interjection_1,___! Look at that giant elephant.,Desk,Short,Wow,Write,Wow
ENG598,Part of Speech,Interjection_1,___! I nearly fell off my bike.,Read,Door,Bright,Yikes,Yikes
ENG599,Part of Speech,Interjection_1,___! It's snowing outside.,Wow,Young,Table,Walk,Wow
ENG600,Part of Speech,Interjection_1,___! We are the champions.,Book,Kind,Draw,Hooray,Hooray
ENG601,Part of Speech,Interjection_2,___! I just found a hundred-dollar bill.,Chair,Blue,Run,Wow,Wow
ENG602,Part of Speech,Interjection_2,___! The movie was fantastic.,Wow,Table,Happy,Sing,Wow
ENG603,Part of Speech,Interjection_2,___! I accidentally broke the vase.,Walk,Book,Green,Oops,Oops
ENG604,Part of Speech,Interjection_2,___! We are going to the amusement park.,Jump,Yellow,School,Yay,Yay
ENG605,Part of Speech,Interjection_2,___! I bumped my head on the door.,Ouch,Tall,Pencil,Read,Ouch
ENG606,Part of Speech,Interjection_2,___! The puppy is adorable.,Aww,Strong,Desk,Dance,Aww
ENG607,Part of Speech,Interjection_2,___! You nearly hit the wall.,Watch out,Tree,Bright,Swim,Watch out
ENG608,Part of Speech,Interjection_2,___! I forgot my friend's birthday.,House,Oh no,Write,Fast,Oh no
ENG609,Part of Speech,Interjection_2,___! That's a huge cake.,Kind,Door,Wow,Run,Wow
ENG610,Part of Speech,Interjection_2,___! We finished first in the race.,Apple,Quiet,Hooray,Draw,Hooray
ENG611,Part of Speech,Interjection_2,___! The roller coaster is moving fast.,Small,Read,Chair,Yikes,Yikes
ENG612,Part of Speech,Interjection_2,___! I didn't know you were here.,Table,Blue,Walk,Oh,Oh
ENG613,Part of Speech,Interjection_2,___! The clown made everyone laugh.,Pretty,Ha ha,Book,Jump,Ha ha
ENG614,Part of Speech,Interjection_2,___! I spilled juice on my shirt.,Round,Sing,Oops,Window,Oops
ENG615,Part of Speech,Interjection_2,___! That lightning was very bright.,Young,Wow,Desk,Swim,Wow
ENG616,Part of Speech,Interjection_2,___! We passed the exam.,Hooray,Door,Tiny,Talk,Hooray
ENG617,Part of Speech,Interjection_2,___! I touched a hot pan.,School,Run,Large,Ouch,Ouch
ENG618,Part of Speech,Interjection_2,___! The kitten fell asleep in my lap.,Write,Cold,Book,Aww,Aww
ENG619,Part of Speech,Interjection_2,___! The bus is coming quickly.,Read,Tree,Look out,Sharp,Look out
ENG620,Part of Speech,Interjection_2,___! I can't find my backpack.,Oh no,Soft,Table,Draw,Oh no
ENG621,Part of Speech,Interjection_2,___! We get an extra holiday tomorrow.,Walk,Heavy,Chair,Yay,Yay
ENG622,Part of Speech,Interjection_2,___! That magic trick was unbelievable.,Wow,Warm,Run,Window,Wow
ENG623,Part of Speech,Interjection_2,___! The bee almost stung me.,Slow,Desk,Jump,Yikes,Yikes
ENG624,Part of Speech,Interjection_2,___! You solved the puzzle perfectly.,Green,Bravo,Door,Sing,Bravo
ENG625,Part of Speech,Interjection_2,___! The concert was amazing.,Read,Book,Happy,Wow,Wow
ENG626,Part of Speech,Interjection_3,___! You answered every question correctly.,Blue,Jump,Bravo,Chair,Bravo
ENG627,Part of Speech,Interjection_3,___! The glass is about to fall.,Happy,Book,Write,Look out,Look out
ENG628,Part of Speech,Interjection_3,___! We are finally at the beach.,Green,Yay,Run,Table,Yay
ENG629,Part of Speech,Interjection_3,___! That spider is huge.,Tall,Sing,Yikes,School,Yikes
ENG630,Part of Speech,Interjection_3,___! I accidentally deleted my homework.,Oops,Yellow,Desk,Walk,Oops
ENG631,Part of Speech,Interjection_3,___! The baby just smiled at me.,Aww,Strong,Tree,Read,Aww
ENG632,Part of Speech,Interjection_3,___! What a beautiful painting.,Bright,Jump,Wow,Apple,Wow
ENG633,Part of Speech,Interjection_3,___! I hurt my knee while running.,Ouch,Kind,Door,Swim,Ouch
ENG634,Part of Speech,Interjection_3,___! We won the science competition.,Hooray,Quiet,Book,Draw,Hooray
ENG635,Part of Speech,Interjection_3,___! I didn't expect such a surprise.,Talk,Window,Oh,Small,Oh
ENG636,Part of Speech,Interjection_3,___! I forgot to bring my lunch.,Pretty,Oh no,Chair,Write,Oh no
ENG637,Part of Speech,Interjection_3,___! That joke was hilarious.,Ha ha,Round,Table,Run,Ha ha
ENG638,Part of Speech,Interjection_3,___! The puppy learned a new trick.,School,Sing,Bravo,Young,Bravo
ENG639,Part of Speech,Interjection_3,___! The soup smells delicious.,Desk,Read,Tiny,Yummy,Yummy
ENG640,Part of Speech,Interjection_3,___! A car is coming your way.,Watch out,Large,Tree,Walk,Watch out
ENG641,Part of Speech,Interjection_3,___! We are going on a picnic today.,Jump,Apple,Cold,Yay,Yay
ENG642,Part of Speech,Interjection_3,___! The fireworks were spectacular.,Draw,Door,Soft,Wow,Wow
ENG643,Part of Speech,Interjection_3,___! I stepped on a toy.,Book,Sing,Ouch,Warm,Ouch
ENG644,Part of Speech,Interjection_3,___! The little ducklings are adorable.,Window,Sharp,Aww,Read,Aww
ENG645,Part of Speech,Interjection_3,___! You nearly dropped the cake.,Chair,Slow,Careful,Write,Careful
ENG646,Part of Speech,Interjection_3,___! I got a perfect score in math.,Hooray,Table,Talk,Heavy,Hooray
ENG647,Part of Speech,Interjection_3,___! I left my ticket at home.,Green,Run,Oh no,School,Oh no
ENG648,Part of Speech,Interjection_3,___! That roller coaster was scary.,Jump,Yikes,Desk,Blue,Yikes
ENG649,Part of Speech,Interjection_3,___! The magician pulled a rabbit from a hat.,Happy,Swim,Wow,Tree,Wow
ENG650,Part of Speech,Interjection_3,___! You performed very well on stage.,Apple,Walk,Tall,Bravo,Bravo
ENG651,Vocabulary,Level 1,Choose the synonym of happy.,Glad,Tired,Angry,Sad,Glad
ENG652,Vocabulary,Level 1,Choose the synonym of big.,Short,Tiny,Large,Little,Large
ENG653,Vocabulary,Level 1,Choose the synonym of quick.,Late,Fast,Heavy,Slow,Fast
ENG654,Vocabulary,Level 1,Choose the synonym of begin.,Start,Close,Stop,End,Start
ENG655,Vocabulary,Level 1,Choose the synonym of smart.,Lazy,Weak,Clever,Dull,Clever
ENG656,Vocabulary,Level 1,Choose the antonym of hot.,Warm,Cold,Soft,Bright,Cold
ENG657,Vocabulary,Level 1,Choose the antonym of tall.,High,Long,Wide,Short,Short
ENG658,Vocabulary,Level 1,Choose the antonym of clean.,Clear,Dirty,White,Fresh,Dirty
ENG659,Vocabulary,Level 1,Choose the antonym of open.,Wide,Loose,Close,Start,Close
ENG660,Vocabulary,Level 1,Choose the antonym of early.,Late,Quick,Fast,Soon,Late
ENG661,Vocabulary,Level 1,Which word means a young dog?,Kitten,Calf,Foal,Puppy,Puppy
ENG662,Vocabulary,Level 1,Which word means a house for birds?,Nest,Hole,Cage,Hut,Nest
ENG663,Vocabulary,Level 1,Which word means a place to learn?,Station,Hospital,School,Market,School
ENG664,Vocabulary,Level 1,Which word means a person who teaches?,Driver,Doctor,Farmer,Teacher,Teacher
ENG665,Vocabulary,Level 1,Which word means a person who writes books?,Author,Pilot,Chef,Nurse,Author
ENG666,Vocabulary,Level 1,Which word means food eaten in the morning?,Dinner,Lunch,Supper,Breakfast,Breakfast
ENG667,Vocabulary,Level 1,Which word means water falling from clouds?,Snow,Dust,Rain,Wind,Rain
ENG668,Vocabulary,Level 1,Which word means a baby cat?,Lamb,Chick,Kitten,Puppy,Kitten
ENG669,Vocabulary,Level 1,Which word means the color of grass?,Blue,Green,Red,Black,Green
ENG670,Vocabulary,Level 1,Which word means the opposite of noisy?,Sharp,Quiet,Bright,Loud,Quiet
ENG671,Vocabulary,Level 1,Choose the correct meaning of brave.,Courageous,Weak,Scared,Lazy,Courageous
ENG672,Vocabulary,Level 1,Choose the correct meaning of tiny.,Tall,Huge,Long,Small,Small
ENG673,Vocabulary,Level 1,Choose the correct meaning of empty.,Heavy,Sweet,Vacant,Full,Vacant
ENG674,Vocabulary,Level 1,Choose the word related to reading.,Book,Shoe,Plate,Spoon,Book
ENG675,Vocabulary,Level 1,Choose the word related to writing.,Bottle,Window,Pillow,Pencil,Pencil
ENG676,Vocabulary,Level 2,Choose the synonym of happy.,Glad,Angry,Sad,Tired,Glad
ENG677,Vocabulary,Level 2,Choose the synonym of big.,Large,Little,Tiny,Short,Large
ENG678,Vocabulary,Level 2,Choose the synonym of begin.,Close,End,Stop,Start,Start
ENG679,Vocabulary,Level 2,Choose the synonym of smart.,Dull,Weak,Lazy,Clever,Clever
ENG680,Vocabulary,Level 2,Choose the synonym of quick.,Slow,Heavy,Late,Fast,Fast
ENG681,Vocabulary,Level 2,Choose the antonym of hot.,Bright,Cold,Sharp,Warm,Cold
ENG682,Vocabulary,Level 2,Choose the antonym of tall.,Long,Short,High,Wide,Short
ENG683,Vocabulary,Level 2,Choose the antonym of clean.,Fresh,Dirty,White,Clear,Dirty
ENG684,Vocabulary,Level 2,Choose the antonym of open.,Close,Wide,Start,Loose,Close
ENG685,Vocabulary,Level 2,Choose the antonym of early.,Fast,Quick,Soon,Late,Late
ENG686,Vocabulary,Level 2,Choose the synonym of brave.,Sad,Courageous,Weak,Cowardly,Courageous
ENG687,Vocabulary,Level 2,Choose the antonym of noisy.,Loud,Quiet,Bright,Busy,Quiet
ENG688,Vocabulary,Level 2,Choose the synonym of tiny.,Small,Tall,Long,Huge,Small
ENG689,Vocabulary,Level 2,Choose the antonym of rich.,Poor,Happy,Wealthy,Strong,Poor
ENG690,Vocabulary,Level 2,Choose the synonym of angry.,Soft,Mad,Glad,Kind,Mad
ENG691,Vocabulary,Level 2,Choose the antonym of fast.,Sharp,Early,Slow,Quick,Slow
ENG692,Vocabulary,Level 2,Choose the synonym of beautiful.,Ugly,Plain,Pretty,Dirty,Pretty
ENG693,Vocabulary,Level 2,Choose the antonym of full.,Tall,Wide,Heavy,Empty,Empty
ENG694,Vocabulary,Level 2,Choose the synonym of silent.,Busy,Loud,Quiet,Rough,Quiet
ENG695,Vocabulary,Level 2,Choose the antonym of strong.,Weak,Tough,Brave,Hard,Weak
ENG696,Vocabulary,Level 2,Choose the synonym of old.,Fresh,New,Ancient,Young,Ancient
ENG697,Vocabulary,Level 2,Choose the antonym of near.,Close,Far,By,At,Far
ENG698,Vocabulary,Level 2,Choose the synonym of help.,Push,Assist,Hurt,Stop,Assist
ENG699,Vocabulary,Level 2,Choose the antonym of light.,Bright,Dark,Clear,Shiny,Dark
ENG700,Vocabulary,Level 2,Choose the synonym of laugh.,Cry,Smile,Sleep,Giggle,Giggle
ENG701,Capital Letters,Level 1,Which sentence is written correctly?,My name is Rahim.,My Name Is Rahim.,my name Is rahim.,my name is rahim.,My name is Rahim.
ENG702,Capital Letters,Level 1,Which word should begin with a capital letter?,pencil,bangladesh,apple,book,bangladesh
ENG703,Capital Letters,Level 1,Which sentence is correct?,i live in dhaka.,I live in dhaka.,I live in Dhaka.,i Live in Dhaka.,I live in Dhaka.
ENG704,Capital Letters,Level 1,Which word should start with a capital letter?,monday,bag,chair,table,monday
ENG705,Capital Letters,Level 1,Which sentence is written correctly?,We visited cox's bazar.,we visited cox's bazar.,We visited Cox's Bazar.,we visited Cox's bazar.,We visited Cox's Bazar.
ENG706,Capital Letters,Level 1,Which word needs a capital letter?,cat,january,bird,dog,january
ENG707,Capital Letters,Level 1,Choose the correct sentence.,she Is reading a book.,She Is Reading A Book.,She is reading a book.,she is reading a book.,She is reading a book.
ENG708,Capital Letters,Level 1,Which name is written correctly?,rINA,RINA,Rina,rina,Rina
ENG709,Capital Letters,Level 1,Which sentence begins correctly?,The sun is shining.,the sun is shining.,the Sun is shining.,The Sun Is Shining.,The sun is shining.
ENG710,Capital Letters,Level 1,Which word should be capitalized?,desk,friday,door,pen,friday
ENG711,Capital Letters,Level 1,Which sentence is correct?,my Teacher is Mr. Ali.,My teacher is Mr. Ali.,My teacher is mr. Ali.,my teacher is mr. ali.,My teacher is Mr. Ali.
ENG712,Capital Letters,Level 1,Which word should start with a capital letter?,lake,bangladesh,river,mountain,brazil
ENG713,Capital Letters,Level 1,Which word should begin with a capital letter?,orange,mango,apple,march,march
ENG714,Capital Letters,Level 1,Choose the correct sentence.,i like english.,i Like English.,I like English.,I Like english.,I like English.
ENG715,Capital Letters,Level 1,Which word is written correctly?,dHAKA,Dhaka,dhaka,DHAKA,Dhaka
ENG716,Capital Letters,Level 1,Which sentence is correct?,Rahim And Karim Are Friends.,rahim And Karim are friends.,rahim and karim are friends.,Rahim and Karim are friends.,Rahim and Karim are friends.
ENG717,Capital Letters,Level 1,Which word should start with a capital letter?,tree,ball,sunday,book,sunday
ENG718,Capital Letters,Level 1,Choose the correct sentence.,we Went to Chittagong.,we went to chittagong.,We went to Chittagong.,We went to chittagong.,We went to Chittagong.
ENG719,Capital Letters,Level 1,Which word is a proper name and needs a capital letter?,girl,rahim,city,boy,rahim
ENG720,Capital Letters,Level 1,Which sentence is correct?,my birthday is in july.,My birthday is in July.,my Birthday is in July.,My Birthday is in july.,My birthday is in July.
ENG721,Capital Letters,Level 1,Which sentence uses capitals correctly?,i saw the buriganga river.,I Saw the Buriganga river.,I saw the Buriganga River.,i saw the Buriganga River.,I saw the Buriganga River.
ENG722,Capital Letters,Level 1,Which word should start with a capital letter?,teacher,april,student,class,april
ENG723,Capital Letters,Level 1,Choose the correct sentence.,My favorite subject is Math.,my favorite subject is math.,my favorite Subject is Math.,My Favorite Subject Is Math.,My favorite subject is Math.
ENG724,Capital Letters,Level 1,Which sentence is written correctly?,The president Lives in dhaka.,the President lives in Dhaka.,The President lives in Dhaka.,the president lives in dhaka.,The President lives in Dhaka.
ENG725,Capital Letters,Level 1,What type of letter should begin a sentence?,capital letter,symbol,small letter,number,capital letter
ENG726,Capital Letters,Level 2,Which sentence is written correctly?,My Friend lives in khulna.,My friend lives in Khulna.,my Friend Lives in Khulna.,my friend lives in khulna.,My friend lives in Khulna.
ENG727,Capital Letters,Level 2,Which word should begin with a capital letter?,river,august,pencil,chair,august
ENG728,Capital Letters,Level 2,Choose the correct sentence.,I went to school early.,i went to school early.,I Went To School Early.,i Went to school early.,I went to school early.
ENG729,Capital Letters,Level 2,Which name is written correctly?,SALIM,salim,sALIM,Salim,Salim
ENG730,Capital Letters,Level 2,Which sentence is correct?,my Birthday is in December.,my birthday is in december.,My Birthday is in december.,My birthday is in December.,My birthday is in December.
ENG731,Capital Letters,Level 2,Which word should start with a capital letter?,tuesday,book,door,table,tuesday
ENG732,Capital Letters,Level 2,Choose the correct sentence.,we Visited sylhet last year.,We visited Sylhet last year.,We Visited Sylhet Last Year.,we visited sylhet last year.,We visited Sylhet last year.
ENG733,Capital Letters,Level 2,Which country name should begin with a capital letter?,india,pen,bag,tree,india
ENG734,Capital Letters,Level 2,Which sentence is written correctly?,RAHIM likes cricket.,Rahim likes cricket.,rahim Likes Cricket.,rahim likes cricket.,Rahim likes cricket.
ENG735,Capital Letters,Level 2,Which month should start with a capital letter?,mango,banana,november,apple,november
ENG736,Capital Letters,Level 2,Choose the correct sentence.,my Favorite city is Dhaka.,My favorite city is Dhaka.,My Favorite City Is Dhaka.,my favorite city is dhaka.,My favorite city is Dhaka.
ENG737,Capital Letters,Level 2,Which word is written correctly?,Bangladesh,bangladesh,BANGLADESH,bANGLADESH,Bangladesh
ENG738,Capital Letters,Level 2,Which sentence is correct?,The meeting is on Friday.,the meeting is on friday.,the Meeting is on friday.,The Meeting Is On Friday.,The meeting is on Friday.
ENG739,Capital Letters,Level 2,Which word should begin with a capital letter?,friend,teacher,june,student,june
ENG740,Capital Letters,Level 2,Choose the correct sentence.,i Enjoy reading english books.,i enjoy reading english books.,I Enjoy Reading English Books.,I enjoy reading English books.,I enjoy reading English books.
ENG741,Capital Letters,Level 2,Which sentence is written correctly?,salma And Rita are sisters.,salma and rita are sisters.,Salma And Rita Are Sisters.,Salma and Rita are sisters.,Salma and Rita are sisters.
ENG742,Capital Letters,Level 2,Which day of the week should start with a capital letter?,house,dog,wednesday,car,wednesday
ENG743,Capital Letters,Level 2,Choose the correct sentence.,We went to Rangamati during vacation.,we went to rangamati during vacation.,We Went To Rangamati During Vacation.,we Went to rangamati during vacation.,We went to Rangamati during vacation.
ENG744,Capital Letters,Level 2,Which word needs a capital letter?,nila,friend,boy,girl,nila
ENG745,Capital Letters,Level 2,Which sentence is correct?,My Uncle Lives In India.,My uncle lives in India.,my Uncle lives in india.,my uncle lives in india.,My uncle lives in India.
ENG746,Capital Letters,Level 2,Choose the correct sentence.,the Padma river is very long.,the padma river is very long.,The padma River is very long.,The Padma River is very long.,The Padma River is very long.
ENG747,Capital Letters,Level 2,Which word should start with a capital letter?,september,class,board,lesson,september
ENG748,Capital Letters,Level 2,Which sentence is written correctly?,i met mr. hasan yesterday.,i Met mr. Hasan yesterday.,I Met Mr. Hasan Yesterday.,I met Mr. Hasan yesterday.,I met Mr. Hasan yesterday.
ENG749,Capital Letters,Level 2,Which sentence uses capitals correctly?,My school is in Gazipur.,My School Is In Gazipur.,my school is in gazipur.,my School is in gazipur.,My school is in Gazipur.
ENG750,Capital Letters,Level 2,"""What type of letter is used for names of people, places, months, and days?""",capital letter,symbol,number,small letter,capital letter
ENG751,Capital Letters,Level 3,Which sentence is written correctly?,My Brother Studies In Rajshahi.,my Brother studies in rajshahi.,My brother studies in Rajshahi.,my brother studies in rajshahi.,My brother studies in Rajshahi.
ENG752,Capital Letters,Level 3,Which word should begin with a capital letter?,october,clock,eraser,desk,october
ENG753,Capital Letters,Level 3,Choose the correct sentence.,I have a new bicycle.,I Have A New Bicycle.,i Have a new bicycle.,i have a new bicycle.,I have a new bicycle.
ENG754,Capital Letters,Level 3,Which name is written correctly?,kARIM,karim,Karim,KARIM,Karim
ENG755,Capital Letters,Level 3,Which sentence is correct?,my Favorite month is may.,My Favorite Month Is May.,my favorite month is may.,My favorite month is May.,My favorite month is May.
ENG756,Capital Letters,Level 3,Which word should start with a capital letter?,saturday,ball,door,book,saturday
ENG757,Capital Letters,Level 3,Choose the correct sentence.,We Visited Bandarban Last Winter.,we visited bandarban last winter.,We visited Bandarban last winter.,we Visited bandarban last winter.,We visited Bandarban last winter.
ENG758,Capital Letters,Level 3,Which country name should begin with a capital letter?,pen,nepal,table,chair,nepal
ENG759,Capital Letters,Level 3,Which sentence is written correctly?,Nila likes drawing pictures.,NILA likes drawing pictures.,nila likes drawing pictures.,nila Likes Drawing Pictures.,Nila likes drawing pictures.
ENG760,Capital Letters,Level 3,Which month should start with a capital letter?,mango,orange,apple,february,february
ENG761,Capital Letters,Level 3,Choose the correct sentence.,My cousin lives in Barisal.,my Cousin lives in barisal.,My Cousin Lives In Barisal.,my cousin lives in barisal.,My cousin lives in Barisal.
ENG762,Capital Letters,Level 3,Which word is written correctly?,China,cHINA,china,CHINA,China
ENG763,Capital Letters,Level 3,Which sentence is correct?,The exam is on Monday.,the Exam is on monday.,The Exam Is On Monday.,the exam is on monday.,The exam is on Monday.
ENG764,Capital Letters,Level 3,Which word should begin with a capital letter?,class,april,teacher,friend,april
ENG765,Capital Letters,Level 3,Choose the correct sentence.,I enjoy learning Mathematics.,i Enjoy learning mathematics.,I Enjoy Learning Mathematics.,i enjoy learning mathematics.,I enjoy learning Mathematics.
ENG766,Capital Letters,Level 3,Which sentence is written correctly?,Rabeya and Sumaiya are classmates.,rabeya And Sumaiya are classmates.,rabeya and sumaiya are classmates.,Rabeya And Sumaiya Are Classmates.,Rabeya and Sumaiya are classmates.
ENG767,Capital Letters,Level 3,Which day of the week should start with a capital letter?,car,thursday,house,tree,thursday
ENG768,Capital Letters,Level 3,Choose the correct sentence.,we traveled to cox's bazar by bus.,We traveled to Cox's Bazar by bus.,We Traveled To Cox's Bazar By Bus.,we Traveled to cox's bazar by bus.,We traveled to Cox's Bazar by bus.
ENG769,Capital Letters,Level 3,Which word needs a capital letter?,boy,girl,friend,rahima,rahima
