id,Level,Topic,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData
466,47,Animal Kingdom,Which animal is endangered and has a long trunk?,Elephant,Shark,Butterfly,Frog,Elephant,MCQ,
467,47,Animal Kingdom,Do endangered animals need protection?,Yes,No,,,Yes,MCQ,
468,47,Animal Kingdom,Which place helps protect wild animals?,Wildlife Reserve,City Road,Shopping Mall,Playground,Wildlife Reserve,MCQ,
469,47,Animal Kingdom,Protecting forests can help animals survive.,TRUE,FALSE,,,TRUE,MCQ,
470,47,Animal Kingdom,Match each endangered animal with its feature,,,,,,Match,"[{""left"":""Giant Panda"",""right"":""Black And White Fur""},{""left"":""Tiger"",""right"":""Big Cat""},{""left"":""Elephant"",""right"":""Long Trunk""},{""left"":""Sea Turtle"",""right"":""Ocean Animal""}]"
471,48,Animal Kingdom,What is a habitat?,An Animal's Home,A Type Of Food,A Sound,A Color,An Animal's Home,MCQ,
472,48,Animal Kingdom,Animals need habitats to live and survive.,TRUE,FALSE,,,TRUE,MCQ,
473,48,Animal Kingdom,Where do fish usually live?,Water,Desert,Forest,Sky,Water,MCQ,
474,48,Animal Kingdom,Which habitat is home to lions and elephants?,Grassland,Ocean,Ice Mountain,River,Grassland,MCQ,
475,48,Animal Kingdom,Polar bears live in cold icy habitats.,TRUE,FALSE,,,TRUE,MCQ,
476,48,Animal Kingdom,Where do monkeys often live?,Forest,Ocean,Desert,Antarctica,Forest,MCQ,
477,48,Animal Kingdom,Can birds live in trees?,Yes,No,,,Yes,MCQ,
478,48,Animal Kingdom,Which animal lives in the desert?,Camel,Dolphin,Whale,Penguin,Camel,MCQ,
479,48,Animal Kingdom,Different animals need different habitats.,TRUE,FALSE,,,TRUE,MCQ,
480,48,Animal Kingdom,Match each animal with its habitat,,,,,,Match,"[{""left"":""Fish"",""right"":""Ocean""},{""left"":""Camel"",""right"":""Desert""},{""left"":""Monkey"",""right"":""Forest""},{""left"":""Polar Bear"",""right"":""Ice Region""}]"
481,49,Animal Kingdom,Which is the largest animal in the world?,Blue Whale,Elephant,Giraffe,Lion,Blue Whale,MCQ,
482,49,Animal Kingdom,The blue whale is the largest animal on Earth.,TRUE,FALSE,,,TRUE,MCQ,
483,49,Animal Kingdom,Which is the tallest land animal?,Giraffe,Elephant,Tiger,Zebra,Giraffe,MCQ,
484,49,Animal Kingdom,Is the cheetah one of the fastest land animals?,Yes,No,,,Yes,MCQ,
485,49,Animal Kingdom,The elephant is the largest land animal.,TRUE,FALSE,,,TRUE,MCQ,
486,49,Animal Kingdom,Which animal has the longest neck?,Giraffe,Monkey,Dog,Rabbit,Giraffe,MCQ,
487,49,Animal Kingdom,Which bird is known for being very large but unable to fly?,Ostrich,Eagle,Parrot,Sparrow,Ostrich,MCQ,
488,49,Animal Kingdom,Do some animals have special records in nature?,Yes,No,,,Yes,MCQ,
489,49,Animal Kingdom,The cheetah can run very fast.,TRUE,FALSE,,,TRUE,MCQ,
490,49,Animal Kingdom,Match each animal with its record,,,,,,Match,"[{""left"":""Blue Whale"",""right"":""Largest Animal""},{""left"":""Giraffe"",""right"":""Tallest Animal""},{""left"":""Cheetah"",""right"":""Fast Runner""},{""left"":""Ostrich"",""right"":""Large Flightless Bird""}]"
491,50,Animal Kingdom,Which animal is known for changing its color?,Chameleon,Elephant,Cow,Whale,Chameleon,MCQ,
492,50,Animal Kingdom,Some animals use camouflage to hide.,TRUE,FALSE,,,TRUE,MCQ,
493,50,Animal Kingdom,Which animal is known for carrying its baby in a pouch?,Kangaroo,Lion,Tiger,Eagle,Kangaroo,MCQ,
494,50,Animal Kingdom,Do dolphins use sounds to communicate?,Yes,No,,,Yes,MCQ,
495,50,Animal Kingdom,Octopuses have eight arms.,TRUE,FALSE,,,TRUE,MCQ,
496,50,Animal Kingdom,Which animal can sleep while standing?,Horse,Fish,Butterfly,Turtle,Horse,MCQ,
497,50,Animal Kingdom,Which animal is famous for building dams?,Beaver,Lion,Shark,Penguin,Beaver,MCQ,
498,50,Animal Kingdom,Can some birds travel very long distances during migration?,Yes,No,,,Yes,MCQ,
499,50,Animal Kingdom,Animals have different abilities that help them survive.,TRUE,FALSE,,,TRUE,MCQ,
500,50,Animal Kingdom,Match each animal with its amazing fact,,,,,,Match,"[{""left"":""Chameleon"",""right"":""Changes Color""},{""left"":""Kangaroo"",""right"":""Baby In Pouch""},{""left"":""Octopus"",""right"":""Eight Arms""},{""left"":""Beaver"",""right"":""Builds Dams""}]"
501,51,Nature & Environment,What do plants need to grow?,Water,Sand,Toys,Plastic,Water,MCQ,
502,51,Nature & Environment,Plants are living things.,TRUE,FALSE,,,TRUE,MCQ,
503,51,Nature & Environment,Which part of a plant grows under the soil?,Root,Flower,Leaf,Fruit,Root,MCQ,
504,51,Nature & Environment,What do plants use to make food?,Sunlight,Noise,Toys,Stones,Sunlight,MCQ,
505,51,Nature & Environment,Trees are a type of plant.,TRUE,FALSE,,,TRUE,MCQ,
506,51,Nature & Environment,Which part of a plant is usually green?,Leaf,Root,Seed,Fruit,Leaf,MCQ,
507,51,Nature & Environment,Do plants release oxygen into the air?,Yes,No,,,Yes,MCQ,
508,51,Nature & Environment,Which part of a plant can become a new plant?,Seed,Rock,Branch Only,Cloud,Seed,MCQ,
509,51,Nature & Environment,Plants provide food and oxygen for living things.,TRUE,FALSE,,,TRUE,MCQ,
510,51,Nature & Environment,Match each plant part with its function,,,,,,Match,"[{""left"":""Root"",""right"":""Absorbs Water""},{""left"":""Leaf"",""right"":""Makes Food""},{""left"":""Flower"",""right"":""Helps Make Seeds""},{""left"":""Seed"",""right"":""Grows New Plant""}]"
511,52,Nature & Environment,What is a forest?,A Place With Many Trees,A Type Of Animal,A Building,A River,A Place With Many Trees,MCQ,
512,52,Nature & Environment,Trees help clean the air.,TRUE,FALSE,,,TRUE,MCQ,
513,52,Nature & Environment,Which part of a tree holds it in the ground?,Roots,Leaves,Flowers,Fruits,Roots,MCQ,
514,52,Nature & Environment,Do forests provide homes for many animals?,Yes,No,,,Yes,MCQ,
515,52,Nature & Environment,Trees give us oxygen.,TRUE,FALSE,,,TRUE,MCQ,
516,52,Nature & Environment,Which tree part makes food using sunlight?,Leaves,Roots,Trunk,Seeds,Leaves,MCQ,
517,52,Nature & Environment,Why are forests important?,They Help Nature,They Make Noise,They Remove Water,They Stop Plants,They Help Nature,MCQ,
518,52,Nature & Environment,Which animal may live in a forest?,Monkey,Fish,Shark,Dolphin,Monkey,MCQ,
519,52,Nature & Environment,We should protect forests.,TRUE,FALSE,,,TRUE,MCQ,
520,52,Nature & Environment,Match each item with its description,,,,,,Match,"[{""left"":""Forest"",""right"":""Many Trees""},{""left"":""Tree Roots"",""right"":""Hold Tree In Soil""},{""left"":""Leaves"",""right"":""Make Food""},{""left"":""Trees"",""right"":""Give Oxygen""}]"
521,53,Nature & Environment,What is a mountain?,A Very High Landform,A River,A Forest,An Ocean,A Very High Landform,MCQ,
522,53,Nature & Environment,Mountains are higher than hills.,TRUE,FALSE,,,TRUE,MCQ,
523,53,Nature & Environment,Can snow be found on the tops of some mountains?,Yes,No,,,Yes,MCQ,
524,53,Nature & Environment,Which is the highest mountain in the world?,Mount Everest,K2,Mount Fuji,Kilimanjaro,Mount Everest,MCQ,
525,53,Nature & Environment,Many plants and animals live in mountain areas.,TRUE,FALSE,,,TRUE,MCQ,
526,53,Nature & Environment,Which mountain is the highest in the world?,Mount Everest,Mount Kenya,Mount Elbrus,Mount Kosciuszko,Mount Everest,MCQ,
527,53,Nature & Environment,Do people climb mountains for adventure?,Yes,No,,,Yes,MCQ,
528,53,Nature & Environment,Which continent is Mount Everest in?,Asia,Africa,Europe,South America,Asia,MCQ,
529,53,Nature & Environment,Mountains are part of nature.,TRUE,FALSE,,,TRUE,MCQ,
530,53,Nature & Environment,Match each item with its description,,,,,,Match,"[{""left"":""Mountain"",""right"":""High Landform""},{""left"":""Mount Everest"",""right"":""Highest Mountain""},{""left"":""Snow"",""right"":""Found On Some Peaks""},{""left"":""Asia"",""right"":""Home Of Mount Everest""}]"
531,54,Nature & Environment,What is a river?,Flowing Water,A Tall Mountain,A Forest,A Desert,Flowing Water,MCQ,
532,54,Nature & Environment,Lakes usually have still water.,TRUE,FALSE,,,TRUE,MCQ,
533,54,Nature & Environment,Does a river flow?,Yes,No,,,Yes,MCQ,
534,54,Nature & Environment,Which has water that usually does not flow?,Lake,River,Waterfall,Stream,Lake,MCQ,
535,54,Nature & Environment,Rivers and lakes provide water for people and animals.,TRUE,FALSE,,,TRUE,MCQ,
536,54,Nature & Environment,Which animal commonly lives in rivers and lakes?,Fish,Lion,Camel,Eagle,Fish,MCQ,
537,54,Nature & Environment,Can people travel on some rivers by boat?,Yes,No,,,Yes,MCQ,
538,54,Nature & Environment,What should we do to rivers and lakes?,Keep Them Clean,Throw Trash,Cut Trees,Pour Oil,Keep Them Clean,MCQ,
539,54,Nature & Environment,Clean water is important for all living things.,TRUE,FALSE,,,TRUE,MCQ,
540,54,Nature & Environment,Match each water body with its feature,,,,,,Match,"[{""left"":""River"",""right"":""Flows""},{""left"":""Lake"",""right"":""Still Water""},{""left"":""Fish"",""right"":""Lives In Water""},{""left"":""Boat"",""right"":""Travels On Water""}]"
541,55,Nature & Environment,How many main seasons are there in many parts of the world?,4,2,3,5,4,MCQ,
542,55,Nature & Environment,Spring is a season.,TRUE,FALSE,,,TRUE,MCQ,
543,55,Nature & Environment,Which season is usually the hottest?,Summer,Winter,Spring,Autumn,Summer,MCQ,
544,55,Nature & Environment,Do many trees lose their leaves in autumn?,Yes,No,,,Yes,MCQ,
545,55,Nature & Environment,Winter is usually the coldest season.,TRUE,FALSE,,,TRUE,MCQ,
546,55,Nature & Environment,Which season comes after spring?,Summer,Winter,Autumn,Rainy,Summer,MCQ,
547,55,Nature & Environment,Do flowers often bloom in spring?,Yes,No,,,Yes,MCQ,
548,55,Nature & Environment,Which season comes after summer?,Autumn,Spring,Winter,Rainy,Autumn,MCQ,
549,55,Nature & Environment,The weather changes from one season to another.,TRUE,FALSE,,,TRUE,MCQ,
550,55,Nature & Environment,Match each season with its feature,,,,,,Match,"[{""left"":""Spring"",""right"":""Flowers Bloom""},{""left"":""Summer"",""right"":""Hot Weather""},{""left"":""Autumn"",""right"":""Leaves Fall""},{""left"":""Winter"",""right"":""Cold Weather""}]"
551,56,Nature & Environment,What is weather?,The Condition Of The Air,A Type Of Plant,A Kind Of Animal,A Mountain,The Condition Of The Air,MCQ,
552,56,Nature & Environment,Sunny is a type of weather.,TRUE,FALSE,,,TRUE,MCQ,
553,56,Nature & Environment,Which weather brings rain?,Rainy,Sunny,Windy,Cloudy,Rainy,MCQ,
554,56,Nature & Environment,What do we use on a rainy day?,Umbrella,Sunglasses,Kite,Ball,Umbrella,MCQ,
555,56,Nature & Environment,Clouds can bring rain.,TRUE,FALSE,,,TRUE,MCQ,
556,56,Nature & Environment,Which weather is best for flying a kite?,Windy,Snowy,Rainy,Foggy,Windy,MCQ,
557,56,Nature & Environment,Can weather change from day to day?,Yes,No,,,Yes,MCQ,
558,56,Nature & Environment,Which weather is usually the warmest?,Sunny,Snowy,Stormy,Foggy,Sunny,MCQ,
559,56,Nature & Environment,People wear different clothes for different weather.,TRUE,FALSE,,,TRUE,MCQ,
560,56,Nature & Environment,Match each weather type with the correct item,,,,,,Match,"[{""left"":""Sunny"",""right"":""Sunglasses""},{""left"":""Rainy"",""right"":""Umbrella""},{""left"":""Windy"",""right"":""Kite""},{""left"":""Cloudy"",""right"":""Many Clouds""}]"
561,57,Nature & Environment,What is pollution?,Making The Environment Dirty,Planting Trees,Cleaning A Park,Saving Water,Making The Environment Dirty,MCQ,
562,57,Nature & Environment,Throwing trash on the ground causes pollution.,TRUE,FALSE,,,TRUE,MCQ,
563,57,Nature & Environment,Should we put trash in a bin?,Yes,No,,,Yes,MCQ,
564,57,Nature & Environment,Which action helps keep the environment clean?,Picking Up Litter,Burning Plastic,Throwing Trash,Pouring Waste Into Rivers,Picking Up Litter,MCQ,
565,57,Nature & Environment,Smoke from vehicles can pollute the air.,TRUE,FALSE,,,TRUE,MCQ,
566,57,Nature & Environment,Which type of pollution affects rivers and lakes?,Water Pollution,Air Pollution,Noise Pollution,Light Pollution,Water Pollution,MCQ,
567,57,Nature & Environment,Can planting trees help reduce pollution?,Yes,No,,,Yes,MCQ,
568,57,Nature & Environment,What should you do after eating a snack outside?,Put The Wrapper In A Bin,Throw It On The Ground,Leave It On A Bench,Put It In A River,Put The Wrapper In A Bin,MCQ,
569,57,Nature & Environment,Everyone can help keep the Earth clean.,TRUE,FALSE,,,TRUE,MCQ,
570,57,Nature & Environment,Match each action with its result,,,,,,Match,"[{""left"":""Plant Trees"",""right"":""Cleaner Air""},{""left"":""Use A Bin"",""right"":""Less Litter""},{""left"":""Clean Rivers"",""right"":""Cleaner Water""},{""left"":""Recycle"",""right"":""Less Waste""}]"
571,58,Nature & Environment,What does recycling mean?,Turning Old Things Into New Things,Throwing Things Away,Burning Trash,Buying New Items,Turning Old Things Into New Things,MCQ,
572,58,Nature & Environment,Recycling helps reduce waste.,TRUE,FALSE,,,TRUE,MCQ,
573,58,Nature & Environment,Can paper be recycled?,Yes,No,,,Yes,MCQ,
574,58,Nature & Environment,Which item can often be recycled?,Plastic Bottle,Banana Peel,Bread,Leaf,Plastic Bottle,MCQ,
575,58,Nature & Environment,Glass bottles can be recycled.,TRUE,FALSE,,,TRUE,MCQ,
576,58,Nature & Environment,Which color bin is commonly used for recyclable materials?,Recycling Bin,Trash Bin,Food Bin,Toy Box,Recycling Bin,MCQ,
577,58,Nature & Environment,Should we recycle whenever possible?,Yes,No,,,Yes,MCQ,
578,58,Nature & Environment,Which material is commonly recycled?,Paper,Smoke,Cloud,Sand,Paper,MCQ,
579,58,Nature & Environment,Recycling helps protect the environment.,TRUE,FALSE,,,TRUE,MCQ,
580,58,Nature & Environment,Match each material with the recycling example,,,,,,Match,"[{""left"":""Paper"",""right"":""New Notebook""},{""left"":""Plastic Bottle"",""right"":""New Plastic Item""},{""left"":""Glass Bottle"",""right"":""New Glass Bottle""},{""left"":""Aluminum Can"",""right"":""New Can""}]"
581,59,Nature & Environment,Why should we save water?,It Is Important For Life,To Waste It,To Make More Trash,To Pollute Rivers,It Is Important For Life,MCQ,
582,59,Nature & Environment,Water is needed by people plants and animals.,TRUE,FALSE,,,TRUE,MCQ,
583,59,Nature & Environment,Should you turn off the tap while brushing your teeth?,Yes,No,,,Yes,MCQ,
584,59,Nature & Environment,Which action saves water?,Turn Off A Running Tap,Leave The Tap Running,Play With Water,Wash Toys For Hours,Turn Off A Running Tap,MCQ,
585,59,Nature & Environment,Clean water is precious.,TRUE,FALSE,,,TRUE,MCQ,
586,59,Nature & Environment,Which place stores fresh water for many people?,Reservoir,Playground,Parking Lot,Stadium,Reservoir,MCQ,
587,59,Nature & Environment,Can fixing a leaking tap save water?,Yes,No,,,Yes,MCQ,
588,59,Nature & Environment,Which activity uses water wisely?,Use Only What You Need,Leave The Hose Running,Fill A Bucket And Spill It,Keep The Tap On,Use Only What You Need,MCQ,
589,59,Nature & Environment,Everyone can help save water every day.,TRUE,FALSE,,,TRUE,MCQ,
590,59,Nature & Environment,Match each action with its result,,,,,,Match,"[{""left"":""Turn Off Tap"",""right"":""Save Water""},{""left"":""Fix Leak"",""right"":""Stop Water Waste""},{""left"":""Short Shower"",""right"":""Use Less Water""},{""left"":""Use Bucket"",""right"":""Save Water""}]"
591,60,Nature & Environment,What is one way to protect the Earth?,Plant Trees,Throw Trash,Burn Plastic,Waste Water,Plant Trees,MCQ,
592,60,Nature & Environment,Everyone can help protect the Earth.,TRUE,FALSE,,,TRUE,MCQ,
593,60,Nature & Environment,Should we recycle to reduce waste?,Yes,No,,,Yes,MCQ,
594,60,Nature & Environment,Which action helps animals and nature?,Keep Forests Clean,Cut Down All Trees,Litter In Parks,Pollute Rivers,Keep Forests Clean,MCQ,
595,60,Nature & Environment,Saving water helps protect the Earth.,TRUE,FALSE,,,TRUE,MCQ,
596,60,Nature & Environment,Which energy source is clean and renewable?,Solar Energy,Coal,Oil,Diesel,Solar Energy,MCQ,
597,60,Nature & Environment,Can planting more trees help clean the air?,Yes,No,,,Yes,MCQ,
598,60,Nature & Environment,What should we do with litter in a park?,Put It In A Bin,Leave It There,Hide It Under Leaves,Throw It In A River,Put It In A Bin,MCQ,
599,60,Nature & Environment,Small actions by many people can make a big difference.,TRUE,FALSE,,,TRUE,MCQ,
600,60,Nature & Environment,Match each action with its benefit,,,,,,Match,"[{""left"":""Plant Trees"",""right"":""Cleaner Air""},{""left"":""Recycle"",""right"":""Less Waste""},{""left"":""Save Water"",""right"":""Protect Resources""},{""left"":""Use A Bin"",""right"":""Keep Places Clean""}]"
601,61,Science Around Us,Which body part helps us think?,Brain,Heart,Lungs,Stomach,Brain,MCQ,
602,61,Science Around Us,The heart pumps blood around the body.,TRUE,FALSE,,,TRUE,MCQ,
603,61,Science Around Us,Which body part helps us breathe?,Lungs,Ears,Teeth,Hands,Lungs,MCQ,
604,61,Science Around Us,What body part helps us chew food?,Teeth,Eyes,Feet,Nose,Teeth,MCQ,
605,61,Science Around Us,Our bones help support our body.,TRUE,FALSE,,,TRUE,MCQ,
606,61,Science Around Us,Which body part pumps blood?,Heart,Brain,Stomach,Liver,Heart,MCQ,
607,61,Science Around Us,Do muscles help us move?,Yes,No,,,Yes,MCQ,
608,61,Science Around Us,Which body part connects the head to the body?,Neck,Arm,Foot,Back,Neck,MCQ,
609,61,Science Around Us,The stomach helps digest food.,TRUE,FALSE,,,TRUE,MCQ,
610,61,Science Around Us,Match each body part with its job,,,,,,Match,"[{""left"":""Brain"",""right"":""Think""},{""left"":""Heart"",""right"":""Pump Blood""},{""left"":""Lungs"",""right"":""Help Us Breathe""},{""left"":""Teeth"",""right"":""Chew Food""}]"
611,62,Science Around Us,Which sense helps us see?,Sight,Hearing,Smell,Taste,Sight,MCQ,
612,62,Science Around Us,We use our ears to hear sounds.,TRUE,FALSE,,,TRUE,MCQ,
613,62,Science Around Us,Which body part helps us smell?,Nose,Eyes,Hands,Feet,Nose,MCQ,
614,62,Science Around Us,Which sense helps us taste food?,Taste,Touch,Sight,Hearing,Taste,MCQ,
615,62,Science Around Us,Our skin helps us feel touch.,TRUE,FALSE,,,TRUE,MCQ,
616,62,Science Around Us,Which body part helps us see?,Eyes,Ears,Nose,Tongue,Eyes,MCQ,
617,62,Science Around Us,Can we hear music with our ears?,Yes,No,,,Yes,MCQ,
618,62,Science Around Us,Which body part helps us taste?,Tongue,Nose,Hands,Feet,Tongue,MCQ,
619,62,Science Around Us,People have five senses.,TRUE,FALSE,,,TRUE,MCQ,
620,62,Science Around Us,Match each sense with its body part,,,,,,Match,"[{""left"":""Sight"",""right"":""Eyes""},{""left"":""Hearing"",""right"":""Ears""},{""left"":""Smell"",""right"":""Nose""},{""left"":""Taste"",""right"":""Tongue""}]"
621,63,Science Around Us,Why do we need healthy food?,To Grow And Stay Healthy,To Make Toys,To Sleep All Day,To Watch TV,To Grow And Stay Healthy,MCQ,
622,63,Science Around Us,Fruits and vegetables are healthy foods.,TRUE,FALSE,,,TRUE,MCQ,
623,63,Science Around Us,Which food is rich in vitamins?,Orange,Chocolate,Candy,Chips,Orange,MCQ,
624,63,Science Around Us,Which drink is the healthiest?,Water,Soft Drink,Soda,Energy Drink,Water,MCQ,
625,63,Science Around Us,Milk helps build strong bones and teeth.,TRUE,FALSE,,,TRUE,MCQ,
626,63,Science Around Us,Which food is a good source of protein?,Egg,Chocolate,Candy,Cake,Egg,MCQ,
627,63,Science Around Us,Should we eat vegetables every day?,Yes,No,,,Yes,MCQ,
628,63,Science Around Us,Which food gives us energy?,Rice,Stone,Plastic,Paper,Rice,MCQ,
629,63,Science Around Us,Eating too much junk food is not healthy.,TRUE,FALSE,,,TRUE,MCQ,
630,63,Science Around Us,Match each food with its benefit,,,,,,Match,"[{""left"":""Milk"",""right"":""Strong Bones""},{""left"":""Orange"",""right"":""Vitamins""},{""left"":""Egg"",""right"":""Protein""},{""left"":""Rice"",""right"":""Energy""}]"
641,64,Science Around Us,How often should you brush your teeth?,Twice A Day,Once A Week,Once A Month,Never,Twice A Day,MCQ,
642,64,Science Around Us,Washing your hands with soap helps prevent germs.,TRUE,FALSE,,,TRUE,MCQ,
643,64,Science Around Us,Should you wash your hands before eating?,Yes,No,,,Yes,MCQ,
644,64,Science Around Us,Which habit helps keep your body healthy?,Exercise Every Day,Stay Up All Night,Eat Only Candy,Never Drink Water,Exercise Every Day,MCQ,
645,64,Science Around Us,Getting enough sleep helps your body grow.,TRUE,FALSE,,,TRUE,MCQ,
646,64,Science Around Us,What should you do before going to bed?,Brush Your Teeth,Eat Candy,Watch TV All Night,Skip Washing,Brush Your Teeth,MCQ,
647,64,Science Around Us,Is drinking clean water good for your health?,Yes,No,,,Yes,MCQ,
648,64,Science Around Us,Which food is the healthiest snack?,Apple,Chocolate Bar,Candy,Lollipop,Apple,MCQ,
649,64,Science Around Us,Regular exercise helps keep us strong.,TRUE,FALSE,,,TRUE,MCQ,
650,64,Science Around Us,Match each healthy habit with its benefit,,,,,,Match,"[{""left"":""Brush Teeth"",""right"":""Healthy Teeth""},{""left"":""Wash Hands"",""right"":""Remove Germs""},{""left"":""Exercise"",""right"":""Strong Body""},{""left"":""Sleep Well"",""right"":""Healthy Growth""}]"
651,65,Science Around Us,What is a machine?,A Tool That Helps Us Work,A Type Of Plant,An Animal,A Food,A Tool That Helps Us Work,MCQ,
652,65,Science Around Us,A bicycle is a simple machine.,TRUE,FALSE,,,TRUE,MCQ,
653,65,Science Around Us,Which machine helps us wash clothes?,Washing Machine,Refrigerator,Television,Fan,Washing Machine,MCQ,
654,65,Science Around Us,Which machine keeps our food cold?,Refrigerator,Toaster,Bicycle,Clock,Refrigerator,MCQ,
655,65,Science Around Us,A fan helps move air to keep us cool.,TRUE,FALSE,,,TRUE,MCQ,
656,65,Science Around Us,Which machine helps us travel on roads?,Car,Bed,Chair,Table,Car,MCQ,
657,65,Science Around Us,Can a computer help us learn?,Yes,No,,,Yes,MCQ,
658,65,Science Around Us,Which machine helps us tell time?,Clock,Television,Refrigerator,Microwave,Clock,MCQ,
659,65,Science Around Us,Machines make many everyday tasks easier.,TRUE,FALSE,,,TRUE,MCQ,
660,65,Science Around Us,Match each machine with its use,,,,,,Match,"[{""left"":""Washing Machine"",""right"":""Wash Clothes""},{""left"":""Refrigerator"",""right"":""Keep Food Cold""},{""left"":""Fan"",""right"":""Move Air""},{""left"":""Clock"",""right"":""Tell Time""}]"
661,66,Science Around Us,What does electricity help power?,Lights And Machines,Trees,Rocks,Clouds,Lights And Machines,MCQ,
662,66,Science Around Us,Electricity can make a light bulb glow.,TRUE,FALSE,,,TRUE,MCQ,
663,66,Science Around Us,Should you touch a broken electric wire?,No,Yes,,,No,MCQ,
664,66,Science Around Us,Which appliance uses electricity?,Television,Ball,Book,Pencil,Television,MCQ,
665,66,Science Around Us,We should use electricity safely.,TRUE,FALSE,,,TRUE,MCQ,
666,66,Science Around Us,Which item provides portable electrical power?,Battery,Stone,Leaf,Cup,Battery,MCQ,
667,66,Science Around Us,Can a fan run using electricity?,Yes,No,,,Yes,MCQ,
668,66,Science Around Us,What should you do when leaving an empty room?,Turn Off The Light,Leave All Lights On,Touch Electric Wires,Play With Sockets,Turn Off The Light,MCQ,
669,66,Science Around Us,Saving electricity helps protect the environment.,TRUE,FALSE,,,TRUE,MCQ,
670,66,Science Around Us,Match each item with its use,,,,,,Match,"[{""left"":""Light Bulb"",""right"":""Gives Light""},{""left"":""Battery"",""right"":""Stores Energy""},{""left"":""Fan"",""right"":""Moves Air""},{""left"":""Switch"",""right"":""Turns Power On Or Off""}]"
671,67,Science Around Us,What is the main natural source of light?,The Sun,The Moon,A Starfish,A Candle,The Sun,MCQ,
672,67,Science Around Us,A shadow forms when light is blocked.,TRUE,FALSE,,,TRUE,MCQ,
673,67,Science Around Us,Can you see your shadow on a sunny day?,Yes,No,,,Yes,MCQ,
674,67,Science Around Us,Which object gives off light?,Light Bulb,Book,Chair,Stone,Light Bulb,MCQ,
675,67,Science Around Us,The Moon makes its own light.,TRUE,FALSE,,,FALSE,MCQ,
676,67,Science Around Us,When is your shadow usually longest?,Early Morning Or Late Afternoon,At Noon,At Midnight,Inside A Dark Room,Early Morning Or Late Afternoon,MCQ,
677,67,Science Around Us,Do all opaque objects make shadows?,Yes,No,,,Yes,MCQ,
678,67,Science Around Us,Which object blocks light to form a shadow?,Tree,Glass Of Clear Water,Clean Air,Nothing,Tree,MCQ,
679,67,Science Around Us,Without light there is no shadow.,TRUE,FALSE,,,TRUE,MCQ,
680,67,Science Around Us,Match each item with its description,,,,,,Match,"[{""left"":""Sun"",""right"":""Natural Light Source""},{""left"":""Light Bulb"",""right"":""Artificial Light Source""},{""left"":""Shadow"",""right"":""Formed When Light Is Blocked""},{""left"":""Tree"",""right"":""Can Make A Shadow""}]"
681,68,Science Around Us,What do we use to hear sounds?,Ears,Eyes,Nose,Hands,Ears,MCQ,
682,68,Science Around Us,Sound is made when something vibrates.,TRUE,FALSE,,,TRUE,MCQ,
683,68,Science Around Us,Can you hear a ringing bell?,Yes,No,,,Yes,MCQ,
684,68,Science Around Us,Which object makes sound when you play it?,Drum,Book,Chair,Pillow,Drum,MCQ,
685,68,Science Around Us,People use their voices to make sounds.,TRUE,FALSE,,,TRUE,MCQ,
686,68,Science Around Us,Which animal is known for singing?,Bird,Fish,Turtle,Snake,Bird,MCQ,
687,68,Science Around Us,Loud sounds can hurt our ears.,TRUE,FALSE,,,TRUE,MCQ,
688,68,Science Around Us,Which item is used to listen to music?,Speaker,Pencil,Cup,Plate,Speaker,MCQ,
689,68,Science Around Us,Some sounds are soft and some are loud.,TRUE,FALSE,,,TRUE,MCQ,
690,68,Science Around Us,Match each item with the sound it makes,,,,,,Match,"[{""left"":""Bell"",""right"":""Rings""},{""left"":""Drum"",""right"":""Beats""},{""left"":""Bird"",""right"":""Chirps""},{""left"":""Dog"",""right"":""Barks""}]"
691,69,Science Around Us,What can make an object move?,A Push Or A Pull,Only Water,Only Wind,Only Sunlight,A Push Or A Pull,MCQ,
692,69,Science Around Us,Pushing and pulling are types of forces.,TRUE,FALSE,,,TRUE,MCQ,
693,69,Science Around Us,Can you open a door by pulling it?,Yes,No,,,Yes,MCQ,
694,69,Science Around Us,Which action is a push?,Pushing A Shopping Cart,Pulling A Rope,Opening A Drawer,Dragging A Wagon,Pushing A Shopping Cart,MCQ,
695,69,Science Around Us,A force can start or stop motion.,TRUE,FALSE,,,TRUE,MCQ,
696,69,Science Around Us,Which toy moves when you push it?,Toy Car,Book,Pillow,Cup,Toy Car,MCQ,
697,69,Science Around Us,Can gravity pull objects toward the Earth?,Yes,No,,,Yes,MCQ,
698,69,Science Around Us,What happens when you kick a ball?,It Moves,It Melts,It Disappears,It Changes Color,It Moves,MCQ,
699,69,Science Around Us,Gravity is a force that pulls things downward.,TRUE,FALSE,,,TRUE,MCQ,
700,69,Science Around Us,Match each action with the type of force,,,,,,Match,"[{""left"":""Close A Door"",""right"":""Push""},{""left"":""Open A Drawer"",""right"":""Pull""},{""left"":""Kick A Ball"",""right"":""Makes It Move""},{""left"":""Gravity"",""right"":""Pulls Downward""}]"
701,70,Science Around Us,Why are inventions made?,To Solve Problems,To Make More Trash,To Stop Learning,To Waste Time,To Solve Problems,MCQ,
702,70,Science Around Us,The wheel is one of the oldest inventions.,TRUE,FALSE,,,TRUE,MCQ,
703,70,Science Around Us,Which invention helps us tell time?,Clock,Bicycle,Spoon,Book,Clock,MCQ,
704,70,Science Around Us,Which invention helps us see in the dark?,Light Bulb,Pencil,Ball,Umbrella,Light Bulb,MCQ,
